日期,收盘,成交量
2025-09-18,13075.66,1073785345
2025-09-19,13070.86,819739634
2025-09-22,13157.97,722355718
2025-09-23,13119.82,860693568
2025-09-24,13356.14,727910238
2025-09-25,13445.9,740565637
2025-09-26,13209.0,694552823
2025-09-29,13479.43,675906008
2025-09-30,13526.51,658567252
2025-10-09,13725.56,797114828
2025-10-10,13355.42,780249411
2025-10-13,13231.47,742803634
2025-10-14,12895.11,781349621
2025-10-15,13118.75,664972505
2025-10-16,13086.41,630427150
2025-10-17,12688.94,667473475
