日期,收盘,成交量
2025-09-18,4498.11,309859826
2025-09-19,4501.92,225044000
2025-09-22,4522.61,196459956
2025-09-23,4519.78,252827062
2025-09-24,4566.07,220482608
2025-09-25,4593.49,229823333
2025-09-26,4550.05,208482114
2025-09-29,4620.05,274358877
2025-09-30,4640.69,247980359
2025-10-09,4709.48,347678696
2025-10-10,4616.83,319020899
2025-10-13,4593.98,315010354
2025-10-14,4539.06,372954030
2025-10-15,4606.29,284771855
2025-10-16,4618.42,248235518
2025-10-17,4514.23,256905617
