日期,成交量
2025-09-18,318944357
2025-09-19,234774694
2025-09-22,207186315
2025-09-23,257912089
2025-09-24,228593022
2025-09-25,233199280
2025-09-26,214826619
2025-09-29,207295743
2025-09-30,202434405
2025-10-09,237037603
2025-10-10,225512173
2025-10-13,218736894
2025-10-14,223204207
2025-10-15,186015224
2025-10-16,181947860
2025-10-17,185613716
