日期,收盘,成交量
2025-09-18,3095.85,318944357
2025-09-19,3091.0,234774694
2025-09-22,3107.89,207186315
2025-09-23,3114.55,257912089
2025-09-24,3185.57,228593022
2025-09-25,3235.76,233199280
2025-09-26,3151.53,214826619
2025-09-29,3238.01,207295743
2025-09-30,3238.16,202434405
2025-10-09,3261.82,237037603
2025-10-10,3113.26,225512173
2025-10-13,3078.76,218736894
2025-10-14,2955.98,223204207
2025-10-15,3025.87,186015224
2025-10-16,3037.44,181947860
2025-10-17,2935.37,185613716
