日期,成交量
2025-09-18,1073785345
2025-09-19,819739634
2025-09-22,722355718
2025-09-23,860693568
2025-09-24,727910238
2025-09-25,740565637
2025-09-26,694552823
2025-09-29,675906008
2025-09-30,658567252
2025-10-09,797114828
2025-10-10,780249411
2025-10-13,742803634
2025-10-14,781349621
2025-10-15,664972505
2025-10-16,630427150
2025-10-17,667473475
