日期,成交量
2025-09-18,309859826
2025-09-19,225044000
2025-09-22,196459956
2025-09-23,252827062
2025-09-24,220482608
2025-09-25,229823333
2025-09-26,208482114
2025-09-29,274358877
2025-09-30,247980359
2025-10-09,347678696
2025-10-10,319020899
2025-10-13,315010354
2025-10-14,372954030
2025-10-15,284771855
2025-10-16,248235518
2025-10-17,256905617
