净值日期,单位净值,日增长率
2022-07-08,1.5013,0.28
2022-07-11,1.4748,-1.77
2022-07-12,1.4315,-2.94
2022-07-13,1.4219,-0.67
2022-07-14,1.4595,2.64
2022-07-15,1.4643,0.33
2022-07-18,1.4649,0.04
2022-07-19,1.4574,-0.51
2022-07-20,1.4797,1.53
2022-07-21,1.4969,1.16
2022-07-22,1.4868,-0.67
2022-07-25,1.4663,-1.38
2022-07-26,1.4847,1.25
2022-07-27,1.4958,0.75
2022-07-28,1.5318,2.41
2022-07-29,1.5061,-1.68
2022-08-01,1.5286,1.49
2022-08-02,1.516,-0.82
2022-08-03,1.5279,0.78
2022-08-04,1.5299,0.13
2022-08-05,1.5847,3.58
2022-08-08,1.5951,0.66
2022-08-09,1.6033,0.51
2022-08-10,1.6027,-0.04
2022-08-11,1.6052,0.16
2022-08-12,1.5641,-2.56
2022-08-15,1.5725,0.54
2022-08-16,1.5764,0.25
2022-08-17,1.5866,0.65
2022-08-18,1.6223,2.25
2022-08-19,1.579,-2.67
2022-08-22,1.5777,-0.08
2022-08-23,1.5795,0.11
2022-08-24,1.5103,-4.38
2022-08-25,1.4983,-0.79
2022-08-26,1.4735,-1.66
2022-08-29,1.4937,1.37
2022-08-30,1.4891,-0.31
2022-08-31,1.4392,-3.35
2022-09-01,1.421,-1.26
2022-09-02,1.4355,1.02
2022-09-05,1.4305,-0.35
2022-09-06,1.4528,1.56
2022-09-07,1.477,1.67
2022-09-08,1.4601,-1.14
2022-09-09,1.4479,-0.84
2022-09-13,1.454,0.42
2022-09-14,1.4557,0.12
2022-09-15,1.4044,-3.52
2022-09-16,1.3962,-0.58
2022-09-19,1.3766,-1.4
2022-09-20,1.3898,0.96
2022-09-21,1.3688,-1.51
2022-09-22,1.3792,0.76
2022-09-23,1.3452,-2.47
2022-09-26,1.3392,-0.45
2022-09-27,1.3611,1.64
2022-09-28,1.3144,-3.43
2022-09-29,1.3214,0.53
2022-09-30,1.2798,-3.15
2022-10-10,1.2298,-3.91
2022-10-11,1.2299,0.01
2022-10-12,1.2843,4.42
2022-10-13,1.288,0.29
2022-10-14,1.3136,1.99
2022-10-17,1.33,1.25
2022-10-18,1.3347,0.35
2022-10-19,1.3266,-0.61
2022-10-20,1.3398,1.0
2022-10-21,1.3335,-0.47
2022-10-24,1.3541,1.54
2022-10-25,1.3552,0.08
2022-10-26,1.3906,2.61
2022-10-27,1.3728,-1.28
2022-10-28,1.361,-0.86
2022-10-31,1.3797,1.37
2022-11-01,1.3881,0.61
2022-11-02,1.4021,1.01
2022-11-03,1.4305,2.03
2022-11-04,1.4507,1.41
2022-11-07,1.4355,-1.05
2022-11-08,1.4303,-0.36
2022-11-09,1.4168,-0.94
2022-11-10,1.3836,-2.34
2022-11-11,1.3961,0.9
2022-11-14,1.3874,-0.62
2022-11-15,1.4524,4.69
2022-11-16,1.4313,-1.45
2022-11-17,1.457,1.8
2022-11-18,1.4311,-1.78
2022-11-21,1.4368,0.4
2022-11-22,1.4188,-1.25
2022-11-23,1.4147,-0.29
2022-11-24,1.4045,-0.72
2022-11-25,1.3809,-1.68
2022-11-28,1.3703,-0.77
2022-11-29,1.3728,0.18
2022-11-30,1.3774,0.34
2022-12-01,1.3969,1.42
2022-12-02,1.3936,-0.24
2022-12-05,1.3869,-0.48
2022-12-06,1.3956,0.63
2022-12-07,1.3809,-1.05
2022-12-08,1.3653,-1.13
2022-12-09,1.372,0.49
2022-12-12,1.3967,1.8
2022-12-13,1.3634,-2.38
2022-12-14,1.3652,0.13
2022-12-15,1.3891,1.75
2022-12-16,1.363,-1.88
2022-12-19,1.3412,-1.6
2022-12-20,1.3371,-0.31
2022-12-21,1.3137,-1.75
2022-12-22,1.2958,-1.36
2022-12-23,1.2744,-1.65
2022-12-26,1.3212,3.67
2022-12-27,1.3431,1.66
2022-12-28,1.3273,-1.18
2022-12-29,1.3294,0.16
2022-12-30,1.3208,-0.65
2022-12-31,1.3207,-0.01
2023-01-03,1.3542,2.53
2023-01-04,1.3405,-1.01
2023-01-05,1.3531,0.94
2023-01-06,1.3488,-0.32
2023-01-09,1.3501,0.1
2023-01-10,1.3653,1.13
2023-01-11,1.3454,-1.46
2023-01-12,1.3466,0.09
2023-01-13,1.3396,-0.52
2023-01-16,1.3656,1.94
2023-01-17,1.4024,2.69
2023-01-18,1.4068,0.31
2023-01-19,1.4265,1.4
2023-01-20,1.4239,-0.18
2023-01-30,1.4401,1.14
2023-01-31,1.4186,-1.49
2023-02-01,1.4414,1.61
2023-02-02,1.4487,0.51
2023-02-03,1.452,0.23
2023-02-06,1.4402,-0.81
2023-02-07,1.4366,-0.25
2023-02-08,1.4187,-1.25
2023-02-09,1.4592,2.85
2023-02-10,1.4366,-1.55
2023-02-13,1.4445,0.55
2023-02-14,1.4337,-0.75
2023-02-15,1.4409,0.5
2023-02-16,1.4111,-2.07
2023-02-17,1.3799,-2.21
2023-02-20,1.3801,0.01
2023-02-21,1.3784,-0.12
2023-02-22,1.3775,-0.07
2023-02-23,1.376,-0.11
2023-02-24,1.3751,-0.07
2023-02-27,1.36,-1.1
2023-02-28,1.3622,0.16
2023-03-01,1.3609,-0.1
2023-03-02,1.3421,-1.38
2023-03-03,1.3551,0.97
2023-03-06,1.3724,1.28
2023-03-07,1.3385,-2.47
2023-03-08,1.3416,0.23
2023-03-09,1.3546,0.97
2023-03-10,1.333,-1.59
2023-03-13,1.3338,0.06
2023-03-14,1.3384,0.34
2023-03-15,1.3249,-1.01
2023-03-16,1.3024,-1.7
2023-03-17,1.3072,0.37
2023-03-20,1.3163,0.7
2023-03-21,1.3338,1.33
2023-03-22,1.3323,-0.11
2023-03-23,1.3603,2.1
2023-03-24,1.356,-0.32
2023-03-27,1.3492,-0.5
2023-03-28,1.3197,-2.19
2023-03-29,1.3374,1.34
2023-03-30,1.3536,1.21
2023-03-31,1.3592,0.41
2023-04-03,1.3833,1.77
2023-04-04,1.3862,0.21
2023-04-06,1.4329,3.37
2023-04-07,1.439,0.43
2023-04-10,1.3971,-2.91
2023-04-11,1.3944,-0.19
2023-04-12,1.4152,1.49
2023-04-13,1.3765,-2.73
2023-04-14,1.4127,2.63
2023-04-17,1.3945,-1.29
2023-04-18,1.3734,-1.51
2023-04-19,1.3622,-0.82
2023-04-20,1.3626,0.03
2023-04-21,1.2909,-5.26
2023-04-24,1.2541,-2.85
2023-04-25,1.2224,-2.53
2023-04-26,1.2095,-1.06
2023-04-27,1.2153,0.48
2023-04-28,1.2282,1.06
2023-05-04,1.1986,-2.41
2023-05-05,1.1801,-1.54
2023-05-08,1.1894,0.79
2023-05-09,1.1664,-1.93
2023-05-10,1.1676,0.1
2023-05-11,1.1844,1.44
2023-05-12,1.1696,-1.25
2023-05-15,1.1831,1.15
2023-05-16,1.1848,0.14
2023-05-17,1.197,1.03
2023-05-18,1.1987,0.14
2023-05-19,1.231,2.69
2023-05-22,1.2188,-0.99
2023-05-23,1.2034,-1.26
2023-05-24,1.2067,0.27
2023-05-25,1.2144,0.64
2023-05-26,1.232,1.45
2023-05-29,1.2399,0.64
2023-05-30,1.2461,0.5
2023-05-31,1.2543,0.66
2023-06-01,1.2514,-0.23
2023-06-02,1.2533,0.15
2023-06-05,1.2477,-0.45
2023-06-06,1.2048,-3.44
2023-06-07,1.2086,0.32
2023-06-08,1.1858,-1.89
2023-06-09,1.2044,1.57
2023-06-12,1.2004,-0.33
2023-06-13,1.2274,2.25
2023-06-14,1.2325,0.42
2023-06-15,1.2268,-0.46
2023-06-16,1.238,0.91
2023-06-19,1.2616,1.91
2023-06-20,1.2707,0.72
2023-06-21,1.226,-3.52
2023-06-26,1.1927,-2.72
2023-06-27,1.1947,0.17
2023-06-28,1.1854,-0.78
2023-06-29,1.2007,1.29
2023-06-30,1.2185,1.48
2023-07-03,1.2141,-0.36
2023-07-04,1.2382,1.99
2023-07-05,1.2332,-0.4
2023-07-06,1.235,0.15
2023-07-07,1.2176,-1.41
2023-07-10,1.2069,-0.88
2023-07-11,1.2418,2.89
2023-07-12,1.2171,-1.99
2023-07-13,1.2413,1.99
2023-07-14,1.2373,-0.32
2023-07-17,1.2316,-0.46
2023-07-18,1.2242,-0.6
2023-07-19,1.2173,-0.56
2023-07-20,1.1866,-2.52
2023-07-21,1.1738,-1.08
2023-07-24,1.1729,-0.08
2023-07-25,1.1889,1.36
2023-07-26,1.1732,-1.32
2023-07-27,1.1533,-1.7
2023-07-28,1.1487,-0.4
2023-07-31,1.1538,0.44
2023-08-01,1.1635,0.84
2023-08-02,1.1681,0.4
2023-08-03,1.1637,-0.38
2023-08-04,1.1658,0.18
2023-08-07,1.1598,-0.51
2023-08-08,1.1534,-0.55
2023-08-09,1.147,-0.55
2023-08-10,1.1488,0.16
2023-08-11,1.1291,-1.71
2023-08-14,1.1262,-0.26
2023-08-15,1.1056,-1.83
2023-08-16,1.0864,-1.74
2023-08-17,1.1047,1.68
2023-08-18,1.099,-0.52
2023-08-21,1.0825,-1.5
2023-08-22,1.0964,1.28
2023-08-23,1.0698,-2.43
2023-08-24,1.09,1.89
2023-08-25,1.0613,-2.63
2023-08-28,1.0611,-0.02
2023-08-29,1.12,5.55
2023-08-30,1.1486,2.55
2023-08-31,1.1505,0.17
2023-09-01,1.1423,-0.71
2023-09-04,1.1529,0.93
2023-09-05,1.1511,-0.16
2023-09-06,1.1768,2.23
2023-09-07,1.1486,-2.4
2023-09-08,1.1657,1.49
2023-09-11,1.1635,-0.19
2023-09-12,1.1541,-0.81
2023-09-13,1.1417,-1.07
2023-09-14,1.1263,-1.35
2023-09-15,1.1401,1.23
2023-09-18,1.1235,-1.46
2023-09-19,1.1111,-1.1
2023-09-20,1.0947,-1.48
2023-09-21,1.0909,-0.35
2023-09-22,1.1145,2.16
2023-09-25,1.1036,-0.98
2023-09-26,1.0903,-1.21
2023-09-27,1.0889,-0.13
2023-09-28,1.1062,1.59
2023-10-09,1.104,-0.2
2023-10-10,1.1113,0.66
2023-10-11,1.1229,1.04
2023-10-12,1.1204,-0.22
2023-10-13,1.1171,-0.29
2023-10-16,1.096,-1.89
2023-10-17,1.096,0.0
2023-10-18,1.0761,-1.82
2023-10-19,1.0782,0.2
2023-10-20,1.0528,-2.36
2023-10-23,1.0279,-2.37
2023-10-24,1.0429,1.46
2023-10-25,1.0539,1.05
2023-10-26,1.0544,0.05
2023-10-27,1.0728,1.75
2023-10-30,1.1328,5.59
2023-10-31,1.1282,-0.41
2023-11-01,1.1229,-0.47
2023-11-02,1.104,-1.68
2023-11-03,1.1399,3.25
2023-11-06,1.1741,3.0
2023-11-07,1.1803,0.53
2023-11-08,1.1809,0.05
2023-11-09,1.1684,-1.06
2023-11-10,1.1662,-0.19
2023-11-13,1.1831,1.45
2023-11-14,1.2031,1.69
2023-11-15,1.2097,0.55
2023-11-16,1.1902,-1.61
2023-11-17,1.1959,0.48
2023-11-20,1.1954,-0.04
2023-11-21,1.1761,-1.61
2023-11-22,1.1567,-1.65
2023-11-23,1.1715,1.28
2023-11-24,1.1501,-1.83
2023-11-27,1.1667,1.44
2023-11-28,1.1727,0.51
2023-11-29,1.1729,0.02
2023-11-30,1.1569,-1.36
2023-12-01,1.1617,0.41
2023-12-04,1.1618,0.01
2023-12-05,1.1322,-2.55
2023-12-06,1.1352,0.26
2023-12-07,1.136,0.07
2023-12-08,1.1475,1.01
2023-12-11,1.1646,1.49
2023-12-12,1.1667,0.18
2023-12-13,1.1624,-0.37
2023-12-14,1.1543,-0.7
2023-12-15,1.1421,-1.06
2023-12-18,1.1241,-1.58
2023-12-19,1.134,0.88
2023-12-20,1.1264,-0.67
2023-12-21,1.1353,0.79
2023-12-22,1.1192,-1.42
2023-12-25,1.1288,0.86
2023-12-26,1.1051,-2.1
2023-12-27,1.1235,1.67
2023-12-28,1.1412,1.58
2023-12-29,1.1761,3.06
2023-12-31,1.176,-0.01
2024-01-02,1.1487,-2.32
2024-01-03,1.1248,-2.08
2024-01-04,1.1121,-1.13
2024-01-05,1.0865,-2.3
2024-01-08,1.0557,-2.83
2024-01-09,1.0512,-0.43
2024-01-10,1.0375,-1.3
2024-01-11,1.0579,1.97
2024-01-12,1.0377,-1.91
2024-01-15,1.0385,0.08
2024-01-16,1.0286,-0.95
2024-01-17,0.9938,-3.38
2024-01-18,0.9952,0.14
2024-01-19,0.9809,-1.44
2024-01-22,0.9265,-5.55
2024-01-23,0.9318,0.57
2024-01-24,0.9271,-0.5
2024-01-25,0.956,3.12
2024-01-26,0.9287,-2.86
2024-01-29,0.9013,-2.95
2024-01-30,0.8751,-2.91
2024-01-31,0.8367,-4.39
2024-02-01,0.8426,0.71
2024-02-02,0.8058,-4.37
2024-02-05,0.7562,-6.16
2024-02-06,0.797,5.4
2024-02-07,0.8078,1.36
2024-02-08,0.8633,6.87
2024-02-19,0.8722,1.03
2024-02-20,0.871,-0.14
2024-02-21,0.8732,0.25
2024-02-22,0.8915,2.1
2024-02-23,0.9137,2.49
2024-02-26,0.9322,2.02
2024-02-27,0.9642,3.43
2024-02-28,0.8903,-7.66
2024-02-29,0.9374,5.29
2024-03-01,0.9532,1.69
2024-03-04,0.9599,0.7
2024-03-05,0.9462,-1.43
2024-03-06,0.9469,0.07
2024-03-07,0.9218,-2.65
2024-03-08,0.95,3.06
2024-03-11,0.9593,0.98
2024-03-12,0.9668,0.78
2024-03-13,0.9742,0.77
2024-03-14,0.9593,-1.53
2024-03-15,0.9679,0.9
2024-03-18,0.997,3.01
2024-03-19,0.9922,-0.48
2024-03-20,0.9974,0.52
2024-03-21,0.996,-0.14
2024-03-22,0.9805,-1.56
2024-03-25,0.9421,-3.92
2024-03-26,0.9335,-0.91
2024-03-27,0.892,-4.45
2024-03-28,0.9134,2.4
2024-03-29,0.9296,1.77
2024-04-01,0.941,1.23
2024-04-02,0.9289,-1.29
2024-04-03,0.9147,-1.53
2024-04-08,0.8827,-3.5
2024-04-09,0.8944,1.33
2024-04-10,0.8685,-2.9
2024-04-11,0.86,-0.98
2024-04-12,0.8659,0.69
2024-04-15,0.8423,-2.73
2024-04-16,0.8019,-4.8
2024-04-17,0.8468,5.6
2024-04-18,0.8463,-0.06
2024-04-19,0.8278,-2.19
2024-04-22,0.8381,1.24
2024-04-23,0.8439,0.69
2024-04-24,0.8654,2.55
2024-04-25,0.8606,-0.55
2024-04-26,0.8809,2.36
2024-04-29,0.9093,3.22
2024-04-30,0.8979,-1.25
2024-05-06,0.9136,1.75
2024-05-07,0.9162,0.28
2024-05-08,0.896,-2.2
2024-05-09,0.911,1.67
2024-05-10,0.8858,-2.77
2024-05-13,0.8704,-1.74
2024-05-14,0.8783,0.91
2024-05-15,0.867,-1.29
2024-05-16,0.8705,0.4
2024-05-17,0.8844,1.6
2024-05-20,0.8931,0.98
2024-05-21,0.8857,-0.83
2024-05-22,0.8923,0.75
2024-05-23,0.8784,-1.56
2024-05-24,0.8543,-2.74
2024-05-27,0.8702,1.86
2024-05-28,0.8692,-0.11
2024-05-29,0.8663,-0.33
2024-05-30,0.8841,2.05
2024-05-31,0.9057,2.44
2024-06-03,0.9156,1.09
2024-06-04,0.8981,-1.91
2024-06-05,0.8935,-0.51
2024-06-06,0.8711,-2.51
2024-06-07,0.8691,-0.23
2024-06-11,0.8995,3.5
2024-06-12,0.9072,0.86
2024-06-13,0.928,2.29
2024-06-14,0.92,-0.86
2024-06-17,0.9316,1.26
2024-06-18,0.9312,-0.04
2024-06-19,0.9248,-0.69
2024-06-20,0.9395,1.59
2024-06-21,0.9449,0.57
2024-06-24,0.9206,-2.57
2024-06-25,0.8912,-3.19
2024-06-26,0.9106,2.18
2024-06-27,0.9016,-0.99
2024-06-28,0.9101,0.94
2024-06-30,0.91,-0.01
2024-07-01,0.8933,-1.84
2024-07-02,0.8735,-2.22
2024-07-03,0.8768,0.38
2024-07-04,0.8536,-2.65
2024-07-05,0.8589,0.62
2024-07-08,0.8511,-0.91
2024-07-09,0.8884,4.38
2024-07-10,0.8898,0.16
2024-07-11,0.9077,2.01
2024-07-12,0.8991,-0.95
2024-07-15,0.9049,0.65
2024-07-16,0.9335,3.16
2024-07-17,0.913,-2.2
2024-07-18,0.9088,-0.46
2024-07-19,0.926,1.89
2024-07-22,0.9296,0.39
2024-07-23,0.8878,-4.5
2024-07-24,0.8737,-1.59
2024-07-25,0.8642,-1.09
2024-07-26,0.8664,0.25
2024-07-29,0.8538,-1.45
2024-07-30,0.8614,0.89
2024-07-31,0.8946,3.85
2024-08-01,0.8998,0.58
2024-08-02,0.8716,-3.13
2024-08-05,0.8332,-4.41
2024-08-06,0.8494,1.94
2024-08-07,0.845,-0.52
2024-08-08,0.8471,0.25
2024-08-09,0.8448,-0.27
2024-08-12,0.8388,-0.71
2024-08-13,0.8487,1.18
2024-08-14,0.8371,-1.37
2024-08-15,0.8394,0.27
2024-08-16,0.8415,0.25
2024-08-19,0.8329,-1.02
2024-08-20,0.8188,-1.69
2024-08-21,0.8159,-0.35
2024-08-22,0.8042,-1.43
2024-08-23,0.7999,-0.53
2024-08-26,0.7994,-0.06
2024-08-27,0.7844,-1.88
2024-08-28,0.784,-0.05
2024-08-29,0.7967,1.62
2024-08-30,0.8226,3.25
2024-09-02,0.7889,-4.1
2024-09-03,0.7969,1.01
2024-09-04,0.7926,-0.54
2024-09-05,0.7944,0.23
2024-09-06,0.7724,-2.77
2024-09-09,0.7682,-0.54
2024-09-10,0.7762,1.04
2024-09-11,0.7724,-0.49
2024-09-12,0.7664,-0.78
2024-09-13,0.7564,-1.3
2024-09-18,0.754,-0.32
2024-09-19,0.7589,0.65
2024-09-20,0.7543,-0.61
2024-09-23,0.7556,0.17
2024-09-24,0.7858,4.0
2024-09-25,0.7891,0.42
2024-09-26,0.8211,4.06
2024-09-27,0.8696,5.91
2024-09-30,1.0005,15.05
2024-10-08,1.1658,16.52
2024-10-09,1.1028,-5.4
2024-10-10,1.0646,-3.46
2024-10-11,1.002,-5.88
2024-10-14,1.0494,4.73
2024-10-15,1.044,-0.51
2024-10-16,1.0261,-1.71
2024-10-17,1.0482,2.15
2024-10-18,1.1338,8.17
2024-10-21,1.1523,1.63
2024-10-22,1.1399,-1.08
2024-10-23,1.1264,-1.18
2024-10-24,1.1276,0.11
2024-10-25,1.1286,0.09
2024-10-28,1.1395,0.97
2024-10-29,1.1152,-2.13
2024-10-30,1.1045,-0.96
2024-10-31,1.1176,1.19
2024-11-01,1.0645,-4.75
2024-11-04,1.1023,3.55
2024-11-05,1.1697,6.11
2024-11-06,1.1739,0.36
2024-11-07,1.1872,1.13
2024-11-08,1.2182,2.61
2024-11-11,1.2811,5.16
2024-11-12,1.2523,-2.25
2024-11-13,1.2618,0.76
2024-11-14,1.2283,-2.65
2024-11-15,1.2051,-1.89
2024-11-18,1.1652,-3.31
2024-11-19,1.2048,3.4
2024-11-20,1.2494,3.7
2024-11-21,1.2713,1.75
2024-11-22,1.2391,-2.53
2024-11-25,1.2324,-0.54
2024-11-26,1.2092,-1.88
2024-11-27,1.2355,2.17
2024-11-28,1.2538,1.48
2024-11-29,1.2727,1.51
2024-12-02,1.2843,0.91
2024-12-03,1.2523,-2.49
2024-12-04,1.2359,-1.31
2024-12-05,1.2554,1.58
2024-12-06,1.2602,0.38
2024-12-09,1.2519,-0.66
2024-12-10,1.2829,2.48
2024-12-11,1.3513,5.33
2024-12-12,1.3369,-1.07
2024-12-13,1.3583,1.6
2024-12-16,1.3157,-3.14
2024-12-17,1.2709,-3.41
2024-12-18,1.3295,4.61
2024-12-19,1.3528,1.75
2024-12-20,1.3861,2.46
2024-12-23,1.3301,-4.04
2024-12-24,1.3562,1.96
2024-12-25,1.3376,-1.37
2024-12-26,1.3831,3.4
2024-12-27,1.3567,-1.91
2024-12-30,1.34,-1.23
2024-12-31,1.294,-3.43
2025-01-02,1.2626,-2.43
2025-01-03,1.2135,-3.89
2025-01-06,1.1805,-2.72
2025-01-07,1.2388,4.94
2025-01-08,1.2469,0.65
2025-01-09,1.2524,0.44
2025-01-10,1.2388,-1.09
2025-01-13,1.2325,-0.51
2025-01-14,1.3006,5.53
2025-01-15,1.3104,0.75
2025-01-16,1.2853,-1.92
2025-01-17,1.329,3.4
2025-01-20,1.3258,-0.24
2025-01-21,1.3725,3.52
2025-01-22,1.3628,-0.71
2025-01-23,1.3398,-1.69
2025-01-24,1.3736,2.52
2025-01-27,1.3615,-0.88
2025-02-05,1.3636,0.15
2025-02-06,1.4394,5.56
2025-02-07,1.4319,-0.52
2025-02-10,1.4443,0.87
2025-02-11,1.4307,-0.94
2025-02-12,1.4768,3.22
2025-02-13,1.417,-4.05
2025-02-14,1.407,-0.71
2025-02-17,1.4147,0.55
2025-02-18,1.3788,-2.54
2025-02-19,1.4379,4.29
2025-02-20,1.4631,1.75
2025-02-21,1.5046,2.84
2025-02-24,1.5043,-0.02
2025-02-25,1.5128,0.57
2025-02-26,1.5239,0.73
2025-02-27,1.518,-0.39
2025-02-28,1.4325,-5.63
2025-03-03,1.441,0.59
2025-03-04,1.4917,3.52
2025-03-05,1.4975,0.39
2025-03-06,1.5272,1.98
2025-03-07,1.5089,-1.2
2025-03-10,1.5206,0.78
2025-03-11,1.5217,0.07
2025-03-12,1.5255,0.25
2025-03-13,1.4739,-3.38
2025-03-14,1.4861,0.83
2025-03-17,1.4893,0.22
2025-03-18,1.5081,1.26
2025-03-19,1.4993,-0.58
2025-03-20,1.4948,-0.3
2025-03-21,1.4343,-4.05
2025-03-24,1.4405,0.43
2025-03-25,1.4165,-1.67
2025-03-26,1.4408,1.72
2025-03-27,1.4472,0.44
2025-03-28,1.4327,-1.0
2025-03-31,1.4525,1.38
2025-04-01,1.4544,0.13
2025-04-02,1.45,-0.3
2025-04-03,1.4142,-2.47
2025-04-07,1.2142,-14.14
2025-04-08,1.2209,0.55
2025-04-09,1.2685,3.9
2025-04-10,1.3089,3.18
2025-04-11,1.3939,6.49
2025-04-14,1.3833,-0.76
2025-04-15,1.3716,-0.85
2025-04-16,1.3584,-0.96
2025-04-17,1.384,1.88
2025-04-18,1.3748,-0.66
2025-04-21,1.3936,1.37
2025-04-22,1.3771,-1.18
2025-04-23,1.398,1.52
2025-04-24,1.3712,-1.92
2025-04-25,1.3641,-0.52
2025-04-28,1.3698,0.42
2025-04-29,1.3839,1.03
2025-04-30,1.4272,3.13
2025-05-06,1.4595,2.26
2025-05-07,1.4548,-0.32
2025-05-08,1.4562,0.1
2025-05-09,1.4169,-2.7
2025-05-12,1.4463,2.07
2025-05-13,1.4385,-0.54
2025-05-14,1.4252,-0.92
2025-05-15,1.3959,-2.06
2025-05-16,1.406,0.72
2025-05-19,1.4084,0.17
2025-05-20,1.4056,-0.2
2025-05-21,1.388,-1.25
2025-05-22,1.3883,0.02
2025-05-23,1.3509,-2.69
2025-05-26,1.3685,1.3
2025-05-27,1.3556,-0.94
2025-05-28,1.3489,-0.49
2025-05-29,1.3735,1.82
2025-05-30,1.3551,-1.34
2025-06-03,1.3585,0.25
2025-06-04,1.3612,0.2
2025-06-05,1.3967,2.61
2025-06-06,1.4065,0.7
2025-06-09,1.4232,1.19
2025-06-10,1.3846,-2.71
2025-06-11,1.3932,0.62
2025-06-12,1.387,-0.45
2025-06-13,1.3823,-0.34
2025-06-16,1.3772,-0.37
2025-06-17,1.3903,0.95
2025-06-18,1.4076,1.24
2025-06-19,1.4135,0.42
2025-06-20,1.3952,-1.29
2025-06-23,1.4051,0.71
2025-06-24,1.4354,2.16
2025-06-25,1.4859,3.52
2025-06-26,1.4582,-1.86
2025-06-27,1.4618,0.25
2025-06-30,1.4852,1.6
2025-07-01,1.4848,-0.03
2025-07-02,1.4637,-1.42
2025-07-03,1.4601,-0.25
2025-07-04,1.4539,-0.42
2025-07-07,1.4476,-0.43
2025-07-08,1.4611,0.93
2025-07-09,1.4424,-1.28
2025-07-10,1.4433,0.06
2025-07-11,1.4539,0.73
2025-07-14,1.4529,-0.07
2025-07-15,1.4345,-1.27
2025-07-16,1.4287,-0.4
2025-07-17,1.4392,0.73
2025-07-18,1.4387,-0.03
2025-07-21,1.4544,1.09
2025-07-22,1.4512,-0.22
2025-07-23,1.4506,-0.04
2025-07-24,1.4584,0.54
2025-07-25,1.4839,1.75
2025-07-28,1.4821,-0.12
2025-07-29,1.5086,1.79
2025-07-30,1.4881,-1.36
2025-07-31,1.4781,-0.67
2025-08-01,1.4747,-0.23
2025-08-04,1.4977,1.56
2025-08-05,1.4991,0.09
2025-08-06,1.5129,0.92
2025-08-07,1.516,0.2
2025-08-08,1.4846,-2.07
2025-08-11,1.506,1.44
2025-08-12,1.5178,0.78
2025-08-13,1.5269,0.6
2025-08-14,1.5001,-1.76
2025-08-15,1.5305,2.03
2025-08-18,1.5825,3.4
2025-08-19,1.5889,0.4
2025-08-20,1.638,3.09
2025-08-21,1.6085,-1.8
2025-08-22,1.6748,4.12
2025-08-25,1.6762,0.08
2025-08-26,1.6697,-0.39
2025-08-27,1.7049,2.11
2025-08-28,1.7614,3.31
2025-08-29,1.7394,-1.25
2025-09-01,1.7515,0.7
2025-09-02,1.6712,-4.58
2025-09-03,1.6523,-1.13
2025-09-04,1.5685,-5.07
2025-09-05,1.6118,2.76
2025-09-08,1.6202,0.52
2025-09-09,1.5783,-2.59
2025-09-10,1.5788,0.03
2025-09-11,1.6387,3.79
2025-09-12,1.651,0.75
2025-09-15,1.6532,0.13
2025-09-16,1.6635,0.62
2025-09-17,1.6842,1.24
2025-09-18,1.6814,-0.17
