净值日期,单位净值,日增长率
2023-07-21,0.9747,1.42
2023-07-24,0.9908,1.65
2023-07-25,0.999,0.83
2023-07-26,1.0097,1.07
2023-07-27,1.0181,0.83
2023-07-28,1.0564,3.76
2023-07-31,1.022,-3.26
2023-08-01,1.0197,-0.23
2023-08-02,0.9829,-3.61
2023-08-03,0.9919,0.92
2023-08-04,0.9844,-0.76
2023-08-07,0.9284,-5.69
2023-08-08,0.9323,0.42
2023-08-09,0.9532,2.24
2023-08-10,0.9537,0.05
2023-08-11,0.9446,-0.95
2023-08-14,0.9497,0.54
2023-08-15,0.949,-0.07
2023-08-16,0.9457,-0.35
2023-08-17,0.9433,-0.25
2023-08-18,0.9213,-2.33
2023-08-21,0.9183,-0.33
2023-08-22,0.9189,0.07
2023-08-23,0.9103,-0.94
2023-08-24,0.9498,4.34
2023-08-25,0.9429,-0.73
2023-08-28,0.9548,1.26
2023-08-29,0.986,3.27
2023-08-30,0.99,0.41
2023-08-31,0.9765,-1.36
2023-09-01,0.9703,-0.63
2023-09-04,0.9691,-0.12
2023-09-05,0.9614,-0.79
2023-09-06,0.9447,-1.74
2023-09-07,0.9341,-1.12
2023-09-08,0.9388,0.5
2023-09-11,0.9793,4.31
2023-09-12,0.9733,-0.61
2023-09-13,0.9648,-0.87
2023-09-14,0.9643,-0.05
2023-09-15,0.9915,2.82
2023-09-18,1.0148,2.35
2023-09-19,1.0121,-0.27
2023-09-20,0.9927,-1.92
2023-09-21,0.977,-1.58
2023-09-22,0.9902,1.35
2023-09-25,1.0099,1.99
2023-09-26,0.9964,-1.34
2023-09-27,1.0314,3.51
2023-09-28,1.0243,-0.69
2023-10-09,1.0166,-0.75
2023-10-10,0.9981,-1.82
2023-10-11,1.04,4.2
2023-10-12,1.0565,1.59
2023-10-13,1.062,0.52
2023-10-16,1.0474,-1.37
2023-10-17,1.0498,0.23
2023-10-18,1.0234,-2.51
2023-10-19,1.005,-1.8
2023-10-20,0.9944,-1.05
2023-10-23,0.9956,0.12
2023-10-24,1.0167,2.12
2023-10-25,1.02,0.32
2023-10-26,1.0116,-0.82
2023-10-27,1.0661,5.39
2023-10-30,1.1196,5.02
2023-10-31,1.1161,-0.31
2023-11-01,1.1149,-0.11
2023-11-02,1.111,-0.35
2023-11-03,1.1057,-0.48
2023-11-06,1.1429,3.36
2023-11-07,1.1369,-0.52
2023-11-08,1.1402,0.29
2023-11-09,1.1214,-1.65
2023-11-10,1.1101,-1.01
2023-11-13,1.0956,-1.31
2023-11-14,1.0939,-0.16
2023-11-15,1.1103,1.5
2023-11-16,1.0881,-2.0
2023-11-17,1.1082,1.85
2023-11-20,1.109,0.07
2023-11-21,1.1024,-0.6
2023-11-22,1.0876,-1.34
2023-11-23,1.104,1.51
2023-11-24,1.0921,-1.08
2023-11-27,1.0982,0.56
2023-11-28,1.1202,2.0
2023-11-29,1.1009,-1.72
2023-11-30,1.1127,1.07
2023-12-01,1.1065,-0.56
2023-12-04,1.0612,-4.09
2023-12-05,1.0574,-0.36
2023-12-06,1.07,1.19
2023-12-07,1.0613,-0.81
2023-12-08,1.0594,-0.18
2023-12-11,1.0438,-1.47
2023-12-12,1.0547,1.04
2023-12-13,1.0498,-0.46
2023-12-14,1.0682,1.75
2023-12-15,1.0524,-1.48
2023-12-18,1.0296,-2.17
2023-12-19,1.018,-1.13
2023-12-20,1.0033,-1.44
2023-12-21,0.9893,-1.4
2023-12-22,0.9712,-1.83
2023-12-25,0.9742,0.31
2023-12-26,0.9707,-0.36
2023-12-27,0.9973,2.74
2023-12-28,1.0052,0.79
2023-12-29,1.0283,2.3
2023-12-31,1.0281,-0.02
2024-01-02,1.0084,-1.92
2024-01-03,0.9945,-1.38
2024-01-04,0.9899,-0.46
2024-01-05,0.9551,-3.52
2024-01-08,0.9331,-2.3
2024-01-09,0.954,2.24
2024-01-10,0.961,0.73
2024-01-11,0.9668,0.6
2024-01-12,0.9503,-1.71
2024-01-15,0.9551,0.51
2024-01-16,0.9478,-0.76
2024-01-17,0.8941,-5.67
2024-01-18,0.9039,1.1
2024-01-19,0.8713,-3.61
2024-01-22,0.8274,-5.04
2024-01-23,0.8379,1.27
2024-01-24,0.8443,0.76
2024-01-25,0.8524,0.96
2024-01-26,0.8202,-3.78
2024-01-29,0.8088,-1.39
2024-01-30,0.7889,-2.46
2024-01-31,0.7644,-3.11
2024-02-01,0.7796,1.99
2024-02-02,0.7506,-3.72
2024-02-05,0.7344,-2.16
2024-02-06,0.7928,7.95
2024-02-07,0.8003,0.95
2024-02-08,0.8038,0.44
2024-02-19,0.8224,2.31
2024-02-20,0.8319,1.16
2024-02-21,0.8345,0.31
2024-02-22,0.8405,0.72
2024-02-23,0.8506,1.2
2024-02-26,0.8548,0.49
2024-02-27,0.878,2.71
2024-02-28,0.8647,-1.51
2024-02-29,0.8752,1.21
2024-03-01,0.8648,-1.19
2024-03-04,0.8866,2.52
2024-03-05,0.8505,-4.07
2024-03-06,0.8531,0.31
2024-03-07,0.8276,-2.99
2024-03-08,0.8414,1.67
2024-03-11,0.8682,3.19
2024-03-12,0.8839,1.81
2024-03-13,0.9287,5.07
2024-03-14,0.9374,0.94
2024-03-15,0.9505,1.4
2024-03-18,0.9552,0.49
2024-03-19,0.9304,-2.6
2024-03-20,0.936,0.6
2024-03-21,0.9217,-1.53
2024-03-22,0.8947,-2.93
2024-03-25,0.8953,0.07
2024-03-26,0.8918,-0.39
2024-03-27,0.8832,-0.96
2024-03-28,0.8913,0.92
2024-03-29,0.891,-0.03
2024-04-01,0.8924,0.16
2024-04-02,0.8829,-1.06
2024-04-03,0.8761,-0.77
2024-04-08,0.8714,-0.54
2024-04-09,0.8947,2.67
2024-04-10,0.8828,-1.33
2024-04-11,0.8824,-0.05
2024-04-12,0.8825,0.01
2024-04-15,0.8632,-2.19
2024-04-16,0.8371,-3.02
2024-04-17,0.8392,0.25
2024-04-18,0.8317,-0.89
2024-04-19,0.8206,-1.33
2024-04-22,0.838,2.12
2024-04-23,0.8726,4.13
2024-04-24,0.8815,1.02
2024-04-25,0.8971,1.77
2024-04-26,0.9214,2.71
2024-04-29,0.9284,0.76
2024-04-30,0.928,-0.04
2024-05-06,0.9669,4.19
2024-05-07,0.9551,-1.22
2024-05-08,0.9591,0.42
2024-05-09,0.9762,1.78
2024-05-10,0.9867,1.08
2024-05-13,0.9684,-1.85
2024-05-14,0.9711,0.28
2024-05-15,0.96,-1.14
2024-05-16,0.9512,-0.92
2024-05-17,0.9487,-0.26
2024-05-20,0.9469,-0.19
2024-05-21,0.9377,-0.97
2024-05-22,0.9356,-0.22
2024-05-23,0.9175,-1.93
2024-05-24,0.892,-2.78
2024-05-27,0.8949,0.33
2024-05-28,0.8932,-0.19
2024-05-29,0.876,-1.93
2024-05-30,0.8733,-0.31
2024-05-31,0.8843,1.26
2024-06-03,0.8757,-0.97
2024-06-04,0.9068,3.55
2024-06-05,0.9056,-0.13
2024-06-06,0.8989,-0.74
2024-06-07,0.8892,-1.08
2024-06-11,0.8891,-0.01
2024-06-12,0.8839,-0.58
2024-06-13,0.8962,1.39
2024-06-14,0.8898,-0.71
2024-06-17,0.8959,0.69
2024-06-18,0.8887,-0.8
2024-06-19,0.8871,-0.18
2024-06-20,0.8698,-1.95
2024-06-21,0.8701,0.03
2024-06-24,0.8622,-0.91
2024-06-25,0.8526,-1.11
2024-06-26,0.871,2.16
2024-06-27,0.8508,-2.32
2024-06-28,0.8398,-1.29
2024-06-30,0.8397,-0.01
2024-07-01,0.8431,0.4
2024-07-02,0.8321,-1.3
2024-07-03,0.8247,-0.89
2024-07-04,0.8122,-1.52
2024-07-05,0.8513,4.81
2024-07-08,0.8164,-4.1
2024-07-09,0.8154,-0.12
2024-07-10,0.8045,-1.34
2024-07-11,0.8231,2.31
2024-07-12,0.8537,3.72
2024-07-15,0.8362,-2.05
2024-07-16,0.8341,-0.25
2024-07-17,0.8498,1.88
2024-07-18,0.8515,0.2
2024-07-19,0.8454,-0.72
2024-07-22,0.8582,1.51
2024-07-23,0.8258,-3.78
2024-07-24,0.8145,-1.37
2024-07-25,0.8063,-1.01
2024-07-26,0.8097,0.42
2024-07-29,0.8037,-0.74
2024-07-30,0.7946,-1.13
2024-07-31,0.8354,5.13
2024-08-01,0.8289,-0.78
2024-08-02,0.8279,-0.12
2024-08-05,0.829,0.13
2024-08-06,0.8505,2.59
2024-08-07,0.8476,-0.34
2024-08-08,0.8499,0.27
2024-08-09,0.8457,-0.49
2024-08-12,0.8526,0.82
2024-08-13,0.8538,0.14
2024-08-14,0.8396,-1.66
2024-08-15,0.8526,1.55
2024-08-16,0.8625,1.16
2024-08-19,0.8588,-0.43
2024-08-20,0.8542,-0.54
2024-08-21,0.8523,-0.22
2024-08-22,0.8565,0.49
2024-08-23,0.8397,-1.96
2024-08-26,0.8374,-0.27
2024-08-27,0.8425,0.61
2024-08-28,0.8418,-0.08
2024-08-29,0.8472,0.64
2024-08-30,0.8408,-0.76
2024-09-02,0.8366,-0.5
2024-09-03,0.8375,0.11
2024-09-04,0.8389,0.17
2024-09-05,0.8447,0.69
2024-09-06,0.8357,-1.07
2024-09-09,0.8341,-0.19
2024-09-10,0.8311,-0.36
2024-09-11,0.8534,2.68
2024-09-12,0.841,-1.45
2024-09-13,0.8563,1.82
2024-09-18,0.8703,1.63
2024-09-19,0.8491,-2.44
2024-09-20,0.8405,-1.01
2024-09-23,0.8255,-1.78
2024-09-24,0.8236,-0.23
2024-09-25,0.8311,0.91
2024-09-26,0.8532,2.66
2024-09-27,0.8958,4.99
2024-09-30,0.9676,8.02
2024-10-08,1.0218,5.6
2024-10-09,0.9745,-4.63
2024-10-10,0.9786,0.42
2024-10-11,0.9597,-1.93
2024-10-14,0.9614,0.18
2024-10-15,0.9484,-1.35
2024-10-16,0.9425,-0.62
2024-10-17,0.9559,1.42
2024-10-18,0.9954,4.13
2024-10-21,0.9897,-0.57
2024-10-22,0.978,-1.18
2024-10-23,0.9835,0.56
2024-10-24,0.9681,-1.57
2024-10-25,0.9761,0.83
2024-10-28,0.96,-1.65
2024-10-29,0.9396,-2.12
2024-10-30,0.9208,-2.0
2024-10-31,0.9027,-1.97
2024-11-01,0.9283,2.84
2024-11-04,0.9488,2.21
2024-11-05,0.9531,0.45
2024-11-06,0.9489,-0.44
2024-11-07,0.9493,0.04
2024-11-08,0.9511,0.19
2024-11-11,0.96,0.94
2024-11-12,0.9604,0.04
2024-11-13,0.9391,-2.22
2024-11-14,0.9264,-1.35
2024-11-15,0.9192,-0.78
2024-11-18,0.8799,-4.28
2024-11-19,0.8906,1.22
2024-11-20,0.949,6.56
2024-11-21,0.9595,1.11
2024-11-22,0.9228,-3.82
2024-11-25,0.9461,2.52
2024-11-26,0.9559,1.04
2024-11-27,0.9975,4.35
2024-11-28,0.983,-1.45
2024-11-29,0.9848,0.18
2024-12-02,0.9985,1.39
2024-12-03,0.9971,-0.14
2024-12-04,0.9741,-2.31
2024-12-05,0.9652,-0.91
2024-12-06,0.9703,0.53
2024-12-09,0.9778,0.77
2024-12-10,0.966,-1.21
2024-12-11,0.9573,-0.9
2024-12-12,0.9633,0.63
2024-12-13,0.9447,-1.93
2024-12-16,0.9307,-1.48
2024-12-17,0.9254,-0.57
2024-12-18,0.927,0.17
2024-12-19,0.919,-0.86
2024-12-20,0.9143,-0.51
2024-12-23,0.9032,-1.21
2024-12-24,0.91,0.75
2024-12-25,0.9012,-0.97
2024-12-26,0.9008,-0.04
2024-12-27,0.9065,0.63
2024-12-30,0.9068,0.03
2024-12-31,0.9002,-0.73
2025-01-02,0.8907,-1.06
2025-01-03,0.8868,-0.44
2025-01-06,0.8854,-0.16
2025-01-07,0.8761,-1.05
2025-01-08,0.8641,-1.37
2025-01-09,0.8686,0.52
2025-01-10,0.8632,-0.62
2025-01-13,0.8661,0.34
2025-01-14,0.8939,3.21
2025-01-15,0.877,-1.89
2025-01-16,0.8726,-0.5
2025-01-17,0.8917,2.19
2025-01-20,0.9127,2.36
2025-01-21,0.903,-1.06
2025-01-22,0.9167,1.52
2025-01-23,0.9098,-0.75
2025-01-24,0.9135,0.41
2025-01-27,0.9027,-1.18
2025-02-05,0.8977,-0.55
2025-02-06,0.9216,2.66
2025-02-07,0.9267,0.55
2025-02-10,0.9303,0.39
2025-02-11,0.9186,-1.26
2025-02-12,0.9178,-0.09
2025-02-13,0.9092,-0.94
2025-02-14,0.9351,2.85
2025-02-17,0.9346,-0.05
2025-02-18,0.9491,1.55
2025-02-19,0.9579,0.93
2025-02-20,0.9654,0.78
2025-02-21,1.0346,7.17
2025-02-24,1.0277,-0.67
2025-02-25,1.0343,0.64
2025-02-26,1.0717,3.62
2025-02-27,1.0877,1.49
2025-02-28,1.07,-1.63
2025-03-03,1.062,-0.75
2025-03-04,1.0588,-0.3
2025-03-05,1.0732,1.36
2025-03-06,1.0887,1.44
2025-03-07,1.094,0.49
2025-03-10,1.0887,-0.48
2025-03-11,1.091,0.21
2025-03-12,1.0707,-1.86
2025-03-13,1.0692,-0.14
2025-03-14,1.0918,2.11
2025-03-17,1.097,0.48
2025-03-18,1.1194,2.04
2025-03-19,1.1296,0.91
2025-03-20,1.1462,1.47
2025-03-21,1.1047,-3.62
2025-03-24,1.0928,-1.08
2025-03-25,1.0836,-0.84
2025-03-26,1.0878,0.39
2025-03-27,1.17,7.56
2025-03-28,1.1986,2.44
2025-03-31,1.1898,-0.73
2025-04-01,1.2554,5.51
2025-04-02,1.2576,0.18
2025-04-03,1.2548,-0.22
2025-04-07,1.0963,-12.63
2025-04-08,1.1302,3.09
2025-04-09,1.1381,0.7
2025-04-10,1.1719,2.97
2025-04-11,1.2224,4.31
2025-04-14,1.2616,3.21
2025-04-15,1.2596,-0.16
2025-04-16,1.226,-2.67
2025-04-17,1.222,-0.33
2025-04-18,1.2146,-0.61
2025-04-21,1.2546,3.29
2025-04-22,1.3037,3.91
2025-04-23,1.2892,-1.11
2025-04-24,1.3245,2.74
2025-04-25,1.3058,-1.41
2025-04-28,1.292,-1.06
2025-04-29,1.3088,1.3
2025-04-30,1.3147,0.45
2025-05-06,1.3043,-0.79
2025-05-07,1.2617,-3.27
2025-05-08,1.2577,-0.32
2025-05-09,1.2768,1.52
2025-05-12,1.2089,-5.32
2025-05-13,1.2306,1.8
2025-05-14,1.2255,-0.41
2025-05-15,1.2224,-0.25
2025-05-16,1.2539,2.58
2025-05-19,1.28,2.08
2025-05-20,1.3355,4.34
2025-05-21,1.3677,2.41
2025-05-22,1.3453,-1.64
2025-05-23,1.3371,-0.61
2025-05-26,1.3085,-2.14
2025-05-27,1.3352,2.04
2025-05-28,1.324,-0.84
2025-05-29,1.3964,5.47
2025-05-30,1.4154,1.36
2025-06-03,1.4572,2.95
2025-06-04,1.4922,2.4
2025-06-05,1.4692,-1.54
2025-06-06,1.4835,0.97
2025-06-09,1.5675,5.66
2025-06-10,1.5887,1.35
2025-06-11,1.5733,-0.97
2025-06-12,1.6361,3.99
2025-06-13,1.6147,-1.31
2025-06-16,1.6185,0.24
2025-06-17,1.534,-5.22
2025-06-18,1.5376,0.23
2025-06-19,1.503,-2.25
2025-06-20,1.5005,-0.17
2025-06-23,1.5388,2.55
2025-06-24,1.5504,0.75
2025-06-25,1.5528,0.15
2025-06-26,1.5266,-1.69
2025-06-27,1.5114,-1.0
2025-06-30,1.5211,0.64
2025-07-01,1.5615,2.66
2025-07-02,1.5396,-1.4
2025-07-03,1.6083,4.46
2025-07-04,1.6421,2.1
2025-07-07,1.6113,-1.88
2025-07-08,1.5871,-1.5
2025-07-09,1.5973,0.64
2025-07-10,1.5788,-1.16
2025-07-11,1.6093,1.93
2025-07-14,1.6472,2.36
2025-07-15,1.702,3.33
2025-07-16,1.7241,1.3
2025-07-17,1.8146,5.25
2025-07-18,1.8529,2.11
2025-07-21,1.836,-0.91
2025-07-22,1.8339,-0.11
2025-07-23,1.818,-0.87
2025-07-24,1.8511,1.82
2025-07-25,1.8209,-1.63
2025-07-28,1.8762,3.04
2025-07-29,1.9281,2.77
2025-07-30,1.897,-1.61
2025-07-31,1.9147,0.93
2025-08-01,1.8963,-0.96
2025-08-04,1.8863,-0.53
2025-08-05,1.9251,2.06
2025-08-06,1.9243,-0.04
2025-08-07,1.8667,-2.99
2025-08-08,1.8617,-0.27
2025-08-11,1.8796,0.96
2025-08-12,1.8572,-1.19
2025-08-13,1.9058,2.62
2025-08-14,1.9285,1.19
2025-08-15,1.9625,1.76
2025-08-18,1.9824,1.01
2025-08-19,1.9655,-0.85
2025-08-20,1.919,-2.37
2025-08-21,1.9511,1.67
2025-08-22,1.9713,1.04
2025-08-25,1.9861,0.75
2025-08-26,1.9569,-1.47
2025-08-27,1.875,-4.19
2025-08-28,1.8563,-1.0
2025-08-29,1.9119,3.0
2025-09-01,1.9858,3.87
2025-09-02,1.9929,0.36
2025-09-03,2.033,2.01
2025-09-04,1.9533,-3.92
2025-09-05,2.0168,3.25
2025-09-08,1.9809,-1.78
2025-09-09,1.9512,-1.5
2025-09-10,1.9138,-1.92
2025-09-11,1.886,-1.45
2025-09-12,1.9209,1.85
2025-09-15,1.9152,-0.3
2025-09-16,1.9153,0.01
2025-09-17,1.9184,0.16
2025-09-18,1.9228,0.23
2025-09-19,1.8981,-1.28
2025-09-22,1.9198,1.14
2025-09-23,1.8969,-1.19
2025-09-24,1.9038,0.36
2025-09-25,1.935,1.64
2025-09-26,1.8722,-3.25
2025-09-29,1.8749,0.14
2025-09-30,1.9265,2.75
2025-10-09,1.8847,-2.17
2025-10-10,1.8216,-3.35
