code,rose(3y),rank(3y),rank_r(3y),name,rose(2y),rank(2y),rank_r(2y),rose(1y),rank(1y),rank_r(1y),rose(6m),rank(6m),rank_r(6m),rose(3m),rank(3m),rank_r(3m),类型
005537,84.28,244.0,0.0488,中航新起航灵活配置混合AC,84.28,244.0,0.0488,84.28,244,0.0488,84.28,244,0.0488,84.28,244,0.0488,混合型
005538,84.09,246.0,0.0492,中航新起航灵活配置混合CC,84.09,246.0,0.0492,84.09,246,0.0492,84.09,246,0.0492,84.09,246,0.0492,混合型
005541,65.63,733.0,0.1466,前海开源盛鑫混合AC,65.63,733.0,0.1466,65.63,733,0.1466,65.63,733,0.1466,65.63,733,0.1466,混合型
005542,65.5,742.0,0.1484,前海开源盛鑫混合CC,65.5,742.0,0.1484,65.5,742,0.1484,65.5,742,0.1484,65.5,742,0.1484,混合型
005550,108.6,43.0,0.0086,汇安成长优选混合AC,108.6,43.0,0.0086,108.6,43,0.0086,108.6,43,0.0086,108.6,43,0.0086,混合型
005551,106.93,47.0,0.0094,汇安成长优选混合CC,106.93,47.0,0.0094,106.93,47,0.0094,106.93,47,0.0094,106.93,47,0.0094,混合型
005598,58.72,1128.0,0.2256,广发中小盘精选混合AC,58.72,1128.0,0.2256,58.72,1128,0.2256,58.72,1128,0.2256,58.72,1128,0.2256,混合型
005660,60.33,1031.0,0.2062,嘉实资源精选股票AC,60.33,1031.0,0.2062,60.33,1031,0.2062,60.33,1031,0.2062,60.33,1031,0.2062,股票型
005661,59.53,1068.0,0.2136,嘉实资源精选股票CC,59.53,1068.0,0.2136,59.53,1068,0.2136,59.53,1068,0.2136,59.53,1068,0.2136,股票型
005689,61.69,945.0,0.189,中银医疗保健混合AC,61.69,945.0,0.189,61.69,945,0.189,61.69,945,0.189,61.69,945,0.189,混合型
005699,82.13,274.0,0.0548,工银新经济混合(QDII)人民币AC,82.13,274.0,0.0548,82.13,274,0.0548,82.13,274,0.0548,82.13,274,0.0548,混合型
005775,69.68,581.0,0.1162,中加转型动力混合AC,69.68,581.0,0.1162,69.68,581,0.1162,69.68,581,0.1162,69.68,581,0.1162,混合型
005776,68.33,629.0,0.1258,中加转型动力混合CC,68.33,629.0,0.1258,68.33,629,0.1258,68.33,629,0.1258,68.33,629,0.1258,混合型
005825,82.19,272.0,0.0544,申万菱信智能驱动股票AC,82.19,272.0,0.0544,82.19,272,0.0544,82.19,272,0.0544,82.19,272,0.0544,股票型
005851,85.27,231.0,0.0462,财通新视野灵活配置混合AC,85.27,231.0,0.0462,85.27,231,0.0462,85.27,231,0.0462,85.27,231,0.0462,混合型
005903,69.82,577.0,0.1154,宏利绩优混合AC,69.82,577.0,0.1154,69.82,577,0.1154,69.82,577,0.1154,69.82,577,0.1154,混合型
005914,97.49,97.0,0.0194,景顺长城智能生活混合AC,97.49,97.0,0.0194,97.49,97,0.0194,97.49,97,0.0194,97.49,97,0.0194,混合型
005939,62.87,866.0,0.1732,工银新能源汽车混合AC,62.87,866.0,0.1732,62.87,866,0.1732,62.87,866,0.1732,62.87,866,0.1732,混合型
005940,62.22,911.0,0.1822,工银新能源汽车混合CC,62.22,911.0,0.1822,62.22,911,0.1822,62.22,911,0.1822,62.22,911,0.1822,混合型
005959,83.81,250.0,0.05,财通新视野灵活配置混合CC,83.81,250.0,0.05,83.81,250,0.05,83.81,250,0.05,83.81,250,0.05,混合型
005962,87.35,195.0,0.039,宝盈人工智能股票AC,87.35,195.0,0.039,87.35,195,0.039,87.35,195,0.039,87.35,195,0.039,股票型
005963,85.84,222.0,0.0444,宝盈人工智能股票CC,85.84,222.0,0.0444,85.84,222,0.0444,85.84,222,0.0444,85.84,222,0.0444,股票型
006025,66.26,705.0,0.141,诺安优化配置混合AC,66.26,705.0,0.141,66.26,705,0.141,66.26,705,0.141,66.26,705,0.141,混合型
006038,57.81,1195.0,0.239,大成景恒混合CC,57.81,1195.0,0.239,57.81,1195,0.239,57.81,1195,0.239,57.81,1195,0.239,混合型
006080,72.9,479.0,0.0958,海富通电子传媒股票CC,72.9,479.0,0.0958,72.9,479,0.0958,72.9,479,0.0958,72.9,479,0.0958,股票型
006081,74.3,435.0,0.087,海富通电子传媒股票AC,74.3,435.0,0.087,74.3,435,0.087,74.3,435,0.087,74.3,435,0.087,股票型
006100,76.82,370.0,0.074,平安优势产业混合AC,76.82,370.0,0.074,76.82,370,0.074,76.82,370,0.074,76.82,370,0.074,混合型
006101,75.41,403.0,0.0806,平安优势产业混合CC,75.41,403.0,0.0806,75.41,403,0.0806,75.41,403,0.0806,75.41,403,0.0806,混合型
006250,66.46,694.0,0.1388,摩根动力精选混合AC,66.46,694.0,0.1388,66.46,694,0.1388,66.46,694,0.1388,66.46,694,0.1388,混合型
006257,75.41,404.0,0.0808,信澳先进智造股票型AC,75.41,404.0,0.0808,75.41,404,0.0808,75.41,404,0.0808,75.41,404,0.0808,股票型
006265,90.34,156.0,0.0312,红土创新新科技股票C,90.34,156.0,0.0312,90.34,156,0.0312,90.34,156,0.0312,90.34,156,0.0312,股票型
006266,64.54,789.0,0.1578,永赢智能领先混合AC,64.54,789.0,0.1578,64.54,789,0.1578,64.54,789,0.1578,64.54,789,0.1578,混合型
006269,64.21,801.0,0.1602,永赢智能领先混合CC,64.21,801.0,0.1602,64.21,801,0.1602,64.21,801,0.1602,64.21,801,0.1602,混合型
006299,59.65,1061.0,0.2122,恒越核心精选混合AC,59.65,1061.0,0.2122,59.65,1061,0.2122,59.65,1061,0.2122,59.65,1061,0.2122,混合型
006430,97.52,96.0,0.0192,凯石澜龙头经济一年持有混合C,97.52,96.0,0.0192,97.52,96,0.0192,97.52,96,0.0192,97.52,96,0.0192,混合型
006433,73.15,471.0,0.0942,平安鑫利混合CC,73.15,471.0,0.0942,73.15,471,0.0942,73.15,471,0.0942,73.15,471,0.0942,混合型
006449,59.75,1058.0,0.2116,浙商汇金量化精选混合AC,59.75,1058.0,0.2116,59.75,1058,0.2116,59.75,1058,0.2116,59.75,1058,0.2116,混合型
006502,97.43,98.0,0.0196,财通集成电路产业股票AC,97.43,98.0,0.0196,97.43,98,0.0196,97.43,98,0.0196,97.43,98,0.0196,股票型
006503,95.87,106.0,0.0212,财通集成电路产业股票CC,95.87,106.0,0.0212,95.87,106,0.0212,95.87,106,0.0212,95.87,106,0.0212,股票型
006522,65.97,717.0,0.1434,财通新兴蓝筹混合AC,65.97,717.0,0.1434,65.97,717,0.1434,65.97,717,0.1434,65.97,717,0.1434,混合型
006523,64.66,779.0,0.1558,财通新兴蓝筹混合CC,64.66,779.0,0.1558,64.66,779,0.1558,64.66,779,0.1558,64.66,779,0.1558,混合型
006533,106.39,49.0,0.0098,易方达科融混合C,106.39,49.0,0.0098,106.39,49,0.0098,106.39,49,0.0098,106.39,49,0.0098,混合型
006603,71.17,531.0,0.1062,嘉实互融精选股票AC,71.17,531.0,0.1062,71.17,531,0.1062,71.17,531,0.1062,71.17,531,0.1062,股票型
006615,58.46,1138.0,0.2276,工银战略新兴产业混合AC,58.46,1138.0,0.2276,58.46,1138,0.2276,58.46,1138,0.2276,58.46,1138,0.2276,混合型
006616,57.82,1194.0,0.2388,工银战略新兴产业混合CC,57.82,1194.0,0.2388,57.82,1194,0.2388,57.82,1194,0.2388,57.82,1194,0.2388,混合型
006689,76.69,373.0,0.0746,方正富邦信泓混合AC,76.69,373.0,0.0746,76.69,373,0.0746,76.69,373,0.0746,76.69,373,0.0746,混合型
006720,66.52,689.0,0.1378,平安核心优势混合AC,66.52,689.0,0.1378,66.52,689,0.1378,66.52,689,0.1378,66.52,689,0.1378,混合型
006721,65.19,756.0,0.1512,平安核心优势混合CC,65.19,756.0,0.1512,65.19,756,0.1512,65.19,756,0.1512,65.19,756,0.1512,混合型
006751,61.77,940.0,0.188,富国互联科技股票AC,61.77,940.0,0.188,61.77,940,0.188,61.77,940,0.188,61.77,940,0.188,股票型
006768,64.07,807.0,0.1614,华安沪港深优选混合C,64.07,807.0,0.1614,64.07,807,0.1614,64.07,807,0.1614,64.07,807,0.1614,混合型
006781,61.65,950.0,0.19,汇丰晋信港股通精选股票C,61.65,950.0,0.19,61.65,950,0.19,61.65,950,0.19,61.65,950,0.19,股票型
006803,64.25,799.0,0.1598,嘉实互通精选股票C,64.25,799.0,0.1598,64.25,799,0.1598,64.25,799,0.1598,64.25,799,0.1598,股票型
006863,57.21,1248.0,0.2496,国联安智能制造混合AC,57.21,1248.0,0.2496,57.21,1248,0.2496,57.21,1248,0.2496,57.21,1248,0.2496,混合型
006864,58.53,1136.0,0.2272,国联安核心资产策略混合C,58.53,1136.0,0.2272,58.53,1136,0.2272,58.53,1136,0.2272,58.53,1136,0.2272,混合型
006879,60.53,1016.0,0.2032,华安智能生活混合AC,60.53,1016.0,0.2032,60.53,1016,0.2032,60.53,1016,0.2032,60.53,1016,0.2032,混合型
006881,63.88,816.0,0.1632,华宝大健康混合AC,63.88,816.0,0.1632,63.88,816,0.1632,63.88,816,0.1632,63.88,816,0.1632,混合型
006887,95.73,108.0,0.0216,诺德新生活混合AC,95.73,108.0,0.0216,95.73,108,0.0216,95.73,108,0.0216,95.73,108,0.0216,混合型
006888,95.52,109.0,0.0218,诺德新生活混合CC,95.52,109.0,0.0218,95.52,109,0.0218,95.52,109,0.0218,95.52,109,0.0218,混合型
006923,74.53,426.0,0.0852,前海开源沪港深非周期股票AC,74.53,426.0,0.0852,74.53,426,0.0852,74.53,426,0.0852,74.53,426,0.0852,股票型
006924,73.88,447.0,0.0894,前海开源沪港深非周期股票CC,73.88,447.0,0.0894,73.88,447,0.0894,73.88,447,0.0894,73.88,447,0.0894,股票型
007040,57.38,1230.0,0.246,前海联合泳隆混合CC,57.38,1230.0,0.246,57.38,1230,0.246,57.38,1230,0.246,57.38,1230,0.246,混合型
007049,77.06,364.0,0.0728,平安鑫安混合EC,77.06,364.0,0.0728,77.06,364,0.0728,77.06,364,0.0728,77.06,364,0.0728,混合型
007113,88.11,184.0,0.0368,永赢高端制造混合AC,88.11,184.0,0.0368,88.11,184,0.0368,88.11,184,0.0368,88.11,184,0.0368,混合型
007114,87.73,190.0,0.038,永赢高端制造混合CC,87.73,190.0,0.038,87.73,190,0.038,87.73,190,0.038,87.73,190,0.038,混合型
007132,70.51,552.0,0.1104,长城港股通价值精选混合AC,70.51,552.0,0.1104,70.51,552,0.1104,70.51,552,0.1104,70.51,552,0.1104,混合型
007182,62.42,896.0,0.1792,万家沪港深蓝筹混合AC,62.42,896.0,0.1792,62.42,896,0.1792,62.42,896,0.1792,62.42,896,0.1792,混合型
007183,61.6,952.0,0.1904,万家沪港深蓝筹混合CC,61.6,952.0,0.1904,61.6,952,0.1904,61.6,952,0.1904,61.6,952,0.1904,混合型
007193,59.33,1082.0,0.2164,恒越核心精选混合CC,59.33,1082.0,0.2164,59.33,1082,0.2164,59.33,1082,0.2164,59.33,1082,0.2164,混合型
007300,59.62,1064.0,0.2128,国联安中证半导体ETF联接AC,59.62,1064.0,0.2128,59.62,1064,0.2128,59.62,1064,0.2128,59.62,1064,0.2128,未知
007301,59.23,1089.0,0.2178,国联安中证半导体ETF联接CC,59.23,1089.0,0.2178,59.23,1089,0.2178,59.23,1089,0.2178,59.23,1089,0.2178,未知
007343,59.21,1091.0,0.2182,嘉实科技创新混合C,59.21,1091.0,0.2182,59.21,1091,0.2182,59.21,1091,0.2182,59.21,1091,0.2182,混合型
007346,78.99,331.0,0.0662,易方达科技创新混合AC,78.99,331.0,0.0662,78.99,331,0.0662,78.99,331,0.0662,78.99,331,0.0662,混合型
007353,60.82,999.0,0.1998,工银科技创新混合C,60.82,999.0,0.1998,60.82,999,0.1998,60.82,999,0.1998,60.82,999,0.1998,混合型
007355,93.67,118.0,0.0236,汇添富科技创新混合AC,93.67,118.0,0.0236,93.67,118,0.0236,93.67,118,0.0236,93.67,118,0.0236,混合型
007356,92.12,135.0,0.027,汇添富科技创新混合CC,92.12,135.0,0.027,92.12,135,0.027,92.12,135,0.027,92.12,135,0.027,混合型
007455,74.82,419.0,0.0838,富国蓝筹精选股票(QDII)人民币C,74.82,419.0,0.0838,74.82,419,0.0838,74.82,419,0.0838,74.82,419,0.0838,股票型
007460,59.28,1086.0,0.2172,华安成长创新混合AC,59.28,1086.0,0.2172,59.28,1086,0.2172,59.28,1086,0.2172,59.28,1086,0.2172,混合型
007490,61.75,942.0,0.1884,南方信息创新混合AC,61.75,942.0,0.1884,61.75,942,0.1884,61.75,942,0.1884,61.75,942,0.1884,混合型
007491,60.46,1022.0,0.2044,南方信息创新混合CC,60.46,1022.0,0.2044,60.46,1022,0.2044,60.46,1022,0.2044,60.46,1022,0.2044,混合型
007509,98.15,91.0,0.0182,华商润丰灵活配置混合CC,98.15,91.0,0.0182,98.15,91,0.0182,98.15,91,0.0182,98.15,91,0.0182,混合型
007518,82.57,264.0,0.0528,东方阿尔法优选混合AC,82.57,264.0,0.0528,82.57,264,0.0528,82.57,264,0.0528,82.57,264,0.0528,混合型
007519,81.69,279.0,0.0558,东方阿尔法优选混合CC,81.69,279.0,0.0558,81.69,279,0.0558,81.69,279,0.0558,81.69,279,0.0558,混合型
007550,57.42,1227.0,0.2454,东兴未来价值混合CC,57.42,1227.0,0.2454,57.42,1227,0.2454,57.42,1227,0.2454,57.42,1227,0.2454,混合型
007685,58.9,1109.0,0.2218,华商电子行业量化股票发起式AC,58.9,1109.0,0.2218,58.9,1109,0.2218,58.9,1109,0.2218,58.9,1109,0.2218,股票型
007713,141.18,11.0,0.0022,华富科技动能混合AC,141.18,11.0,0.0022,141.18,11,0.0022,141.18,11,0.0022,141.18,11,0.0022,混合型
007718,63.58,828.0,0.1656,中银创新医疗混合AC,63.58,828.0,0.1656,63.58,828,0.1656,63.58,828,0.1656,63.58,828,0.1656,混合型
007808,64.5,790.0,0.158,北信瑞丰量化优选灵活配置C,64.5,790.0,0.158,64.5,790,0.158,64.5,790,0.158,64.5,790,0.158,未知
007817,89.68,164.0,0.0328,国泰中证全指通信设备ETF联接AC,89.68,164.0,0.0328,89.68,164,0.0328,89.68,164,0.0328,89.68,164,0.0328,未知
007818,89.11,171.0,0.0342,国泰中证全指通信设备ETF联接CC,89.11,171.0,0.0342,89.11,171,0.0342,89.11,171,0.0342,89.11,171,0.0342,未知
008009,82.85,261.0,0.0522,华商高端装备制造股票AC,82.85,261.0,0.0522,82.85,261,0.0522,82.85,261,0.0522,82.85,261,0.0522,股票型
008020,80.39,301.0,0.0602,华富中证人工智能产业ETF联接AC,80.39,301.0,0.0602,80.39,301,0.0602,80.39,301,0.0602,80.39,301,0.0602,未知
008021,79.85,312.0,0.0624,华富中证人工智能产业ETF联接CC,79.85,312.0,0.0624,79.85,312,0.0624,79.85,312,0.0624,79.85,312,0.0624,未知
008072,58.54,1135.0,0.227,景顺长城创业板综指增强AC,58.54,1135.0,0.227,58.54,1135,0.227,58.54,1135,0.227,58.54,1135,0.227,未知
008084,74.35,432.0,0.0864,海富通先进制造股票CC,74.35,432.0,0.0864,74.35,432,0.0864,74.35,432,0.0864,74.35,432,0.0864,股票型
008085,75.06,414.0,0.0828,海富通先进制造股票AC,75.06,414.0,0.0828,75.06,414,0.0828,75.06,414,0.0828,75.06,414,0.0828,股票型
008086,80.24,303.0,0.0606,华夏中证5G通信主题ETF联接AC,80.24,303.0,0.0606,80.24,303,0.0606,80.24,303,0.0606,80.24,303,0.0606,未知
008087,79.7,315.0,0.063,华夏中证5G通信主题ETF联接CC,79.7,315.0,0.063,79.7,315,0.063,79.7,315,0.063,79.7,315,0.063,未知
008182,76.2,385.0,0.077,方正富邦信泓混合CC,76.2,385.0,0.077,76.2,385,0.077,76.2,385,0.077,76.2,385,0.077,混合型
008185,60.86,997.0,0.1994,诺安研究优选混合AC,60.86,997.0,0.1994,60.86,997,0.1994,60.86,997,0.1994,60.86,997,0.1994,混合型
008186,70.19,563.0,0.1126,淳厚信睿混合AC,70.19,563.0,0.1126,70.19,563,0.1126,70.19,563,0.1126,70.19,563,0.1126,混合型
008187,69.33,592.0,0.1184,淳厚信睿混合CC,69.33,592.0,0.1184,69.33,592,0.1184,69.33,592,0.1184,69.33,592,0.1184,混合型
008281,57.86,1192.0,0.2384,国泰CES半导体芯片行业ETF联接AC,57.86,1192.0,0.2384,57.86,1192,0.2384,57.86,1192,0.2384,57.86,1192,0.2384,未知
008282,57.38,1231.0,0.2462,国泰CES半导体芯片行业ETF联接CC,57.38,1231.0,0.2462,57.38,1231,0.2462,57.38,1231,0.2462,57.38,1231,0.2462,未知
008284,84.63,240.0,0.048,易方达全球医药行业混合发起式(QDII)A(人民币)C,84.63,240.0,0.048,84.63,240,0.048,84.63,240,0.048,84.63,240,0.048,混合型
008326,89.81,162.0,0.0324,东财通信AC,89.81,162.0,0.0324,89.81,162,0.0324,89.81,162,0.0324,89.81,162,0.0324,未知
008327,89.34,168.0,0.0336,东财通信CC,89.34,168.0,0.0336,89.34,168,0.0336,89.34,168,0.0336,89.34,168,0.0336,未知
008370,63.08,856.0,0.1712,国泰研究精选两年持有混合C,63.08,856.0,0.1712,63.08,856,0.1712,63.08,856,0.1712,63.08,856,0.1712,混合型
008382,80.47,299.0,0.0598,融通产业趋势股票C,80.47,299.0,0.0598,80.47,299,0.0598,80.47,299,0.0598,80.47,299,0.0598,股票型
008507,57.24,1245.0,0.249,交银内核驱动混合C,57.24,1245.0,0.249,57.24,1245,0.249,57.24,1245,0.249,57.24,1245,0.249,混合型
008528,87.57,191.0,0.0382,华泰柏瑞质量成长AC,87.57,191.0,0.0382,87.57,191,0.0382,87.57,191,0.0382,87.57,191,0.0382,未知
008531,61.01,986.0,0.1972,惠升惠民混合AC,61.01,986.0,0.1972,61.01,986,0.1972,61.01,986,0.1972,61.01,986,0.1972,混合型
008532,60.39,1028.0,0.2056,惠升惠民混合CC,60.39,1028.0,0.2056,60.39,1028,0.2056,60.39,1028,0.2056,60.39,1028,0.2056,混合型
008555,81.3,285.0,0.057,华商龙头优势混合C,81.3,285.0,0.057,81.3,285,0.057,81.3,285,0.057,81.3,285,0.057,混合型
008585,68.9,610.0,0.122,华夏人工智能ETF联接AC,68.9,610.0,0.122,68.9,610,0.122,68.9,610,0.122,68.9,610,0.122,未知
008586,68.39,626.0,0.1252,华夏人工智能ETF联接CC,68.39,626.0,0.1252,68.39,626,0.1252,68.39,626,0.1252,68.39,626,0.1252,未知
008638,64.4,794.0,0.1588,广发科技创新混合AC,64.4,794.0,0.1588,64.4,794,0.1588,64.4,794,0.1588,64.4,794,0.1588,混合型
008655,77.66,354.0,0.0708,招商科技创新混合AC,77.66,354.0,0.0708,77.66,354,0.0708,77.66,354,0.0708,77.66,354,0.0708,混合型
008656,76.21,384.0,0.0768,招商科技创新混合CC,76.21,384.0,0.0768,76.21,384,0.0768,76.21,384,0.0768,76.21,384,0.0768,混合型
008657,67.45,658.0,0.1316,景顺长城科技创新混合AC,67.45,658.0,0.1316,67.45,658,0.1316,67.45,658,0.1316,67.45,658,0.1316,混合型
008887,58.37,1145.0,0.229,华夏国证半导体芯片ETF联接AC,58.37,1145.0,0.229,58.37,1145,0.229,58.37,1145,0.229,58.37,1145,0.229,未知
008888,57.9,1189.0,0.2378,华夏国证半导体芯片ETF联接CC,57.9,1189.0,0.2378,57.9,1189,0.2378,57.9,1189,0.2378,57.9,1189,0.2378,未知
008889,79.41,321.0,0.0642,银华中证5G通信主题ETF联接AC,79.41,321.0,0.0642,79.41,321,0.0642,79.41,321,0.0642,79.41,321,0.0642,未知
008949,59.08,1100.0,0.22,平安匠心优选混合AC,59.08,1100.0,0.22,59.08,1100,0.22,59.08,1100,0.22,59.08,1100,0.22,混合型
008950,57.77,1198.0,0.2396,平安匠心优选混合CC,57.77,1198.0,0.2396,57.77,1198,0.2396,57.77,1198,0.2396,57.77,1198,0.2396,混合型
008961,64.56,784.0,0.1568,华商科技创新混合C,64.56,784.0,0.1568,64.56,784,0.1568,64.56,784,0.1568,64.56,784,0.1568,混合型
008988,126.05,23.0,0.0046,大成科技创新混合AC,126.05,23.0,0.0046,126.05,23,0.0046,126.05,23,0.0046,126.05,23,0.0046,混合型
008989,125.22,26.0,0.0052,大成科技创新混合CC,125.22,26.0,0.0052,125.22,26,0.0052,125.22,26,0.0052,125.22,26,0.0052,混合型
008997,61.4,966.0,0.1932,同泰竞争优势混合AC,61.4,966.0,0.1932,61.4,966,0.1932,61.4,966,0.1932,61.4,966,0.1932,混合型
008998,60.76,1003.0,0.2006,同泰竞争优势混合CC,60.76,1003.0,0.2006,60.76,1003,0.2006,60.76,1003,0.2006,60.76,1003,0.2006,混合型
009008,106.05,50.0,0.01,平安科技创新混合AC,106.05,50.0,0.01,106.05,50,0.01,106.05,50,0.01,106.05,50,0.01,混合型
009009,104.52,56.0,0.0112,平安科技创新混合CC,104.52,56.0,0.0112,104.52,56,0.0112,104.52,56,0.0112,104.52,56,0.0112,混合型
009023,85.27,232.0,0.0464,鹏华稳健回报混合AC,85.27,232.0,0.0464,85.27,232,0.0464,85.27,232,0.0464,85.27,232,0.0464,混合型
009024,64.6,782.0,0.1564,海富通科技创新混合CC,64.6,782.0,0.1564,64.6,782,0.1564,64.6,782,0.1564,64.6,782,0.1564,混合型
009025,65.94,718.0,0.1436,海富通科技创新混合AC,65.94,718.0,0.1436,65.94,718,0.1436,65.94,718,0.1436,65.94,718,0.1436,混合型
009048,65.32,750.0,0.15,浦银安盛科技创新优选混合C,65.32,750.0,0.15,65.32,750,0.15,65.32,750,0.15,65.32,750,0.15,混合型
009049,62.66,880.0,0.176,易方达高端制造混合发起式AC,62.66,880.0,0.176,62.66,880,0.176,62.66,880,0.176,62.66,880,0.176,混合型
009055,65.66,731.0,0.1462,圆信永丰大湾区AC,65.66,731.0,0.1462,65.66,731,0.1462,65.66,731,0.1462,65.66,731,0.1462,未知
009056,64.67,777.0,0.1554,圆信永丰大湾区CC,64.67,777.0,0.1554,64.67,777,0.1554,64.67,777,0.1554,64.67,777,0.1554,未知
009062,86.77,207.0,0.0414,财通智慧成长混合AC,86.77,207.0,0.0414,86.77,207,0.0414,86.77,207,0.0414,86.77,207,0.0414,混合型
009063,85.28,230.0,0.046,财通智慧成长混合CC,85.28,230.0,0.046,85.28,230,0.046,85.28,230,0.046,85.28,230,0.046,混合型
009092,71.21,529.0,0.1058,富国新材料新能源混合AC,71.21,529.0,0.1058,71.21,529,0.1058,71.21,529,0.1058,71.21,529,0.1058,混合型
009217,77.87,350.0,0.07,博时荣丰回报灵活配置混合AC,77.87,350.0,0.07,77.87,350,0.07,77.87,350,0.07,77.87,350,0.07,混合型
009218,76.97,366.0,0.0732,博时荣丰回报灵活配置混合CC,76.97,366.0,0.0732,76.97,366,0.0732,76.97,366,0.0732,76.97,366,0.0732,混合型
009239,69.86,575.0,0.115,融通人工智能指数(LOF)CC,69.86,575.0,0.115,69.86,575,0.115,69.86,575,0.115,69.86,575,0.115,指数型
009242,61.58,954.0,0.1908,中加核心智造混合AC,61.58,954.0,0.1908,61.58,954,0.1908,61.58,954,0.1908,61.58,954,0.1908,混合型
009243,60.93,992.0,0.1984,中加核心智造混合CC,60.93,992.0,0.1984,60.93,992,0.1984,60.93,992,0.1984,60.93,992,0.1984,混合型
009258,59.46,1073.0,0.2146,西部利得景瑞灵活配置混合CC,59.46,1073.0,0.2146,59.46,1073,0.2146,59.46,1073,0.2146,59.46,1073,0.2146,混合型
009341,62.9,865.0,0.173,易方达均衡成长股票C,62.9,865.0,0.173,62.9,865,0.173,62.9,865,0.173,62.9,865,0.173,股票型
009394,65.48,744.0,0.1488,银华同力精选混合C,65.48,744.0,0.1488,65.48,744,0.1488,65.48,744,0.1488,65.48,744,0.1488,混合型
009411,68.61,616.0,0.1232,中银科技创新一年定开混合C,68.61,616.0,0.1232,68.61,616,0.1232,68.61,616,0.1232,68.61,616,0.1232,混合型
009414,62.05,921.0,0.1842,中银大健康股票AC,62.05,921.0,0.1842,62.05,921,0.1842,62.05,921,0.1842,62.05,921,0.1842,股票型
009467,59.36,1081.0,0.2162,红土创新科技创新3个月定开混合AC,59.36,1081.0,0.2162,59.36,1081,0.2162,59.36,1081,0.2162,59.36,1081,0.2162,混合型
009491,81.43,281.0,0.0562,宝盈创新驱动股票AC,81.43,281.0,0.0562,81.43,281,0.0562,81.43,281,0.0562,81.43,281,0.0562,股票型
009492,80.52,298.0,0.0596,宝盈创新驱动股票CC,80.52,298.0,0.0596,80.52,298,0.0596,80.52,298,0.0596,80.52,298,0.0596,股票型
009601,75.18,411.0,0.0822,招商科技动力3个月滚动持有股票AC,75.18,411.0,0.0822,75.18,411,0.0822,75.18,411,0.0822,75.18,411,0.0822,股票型
009602,73.84,450.0,0.09,招商科技动力3个月滚动持有股票CC,73.84,450.0,0.09,73.84,450,0.09,73.84,450,0.09,73.84,450,0.09,股票型
009644,63.17,848.0,0.1696,东方阿尔法优势产业混合AC,63.17,848.0,0.1696,63.17,848,0.1696,63.17,848,0.1696,63.17,848,0.1696,混合型
009645,62.36,901.0,0.1802,东方阿尔法优势产业混合CC,62.36,901.0,0.1802,62.36,901,0.1802,62.36,901,0.1802,62.36,901,0.1802,混合型
009707,91.03,148.0,0.0296,工银新兴制造混合AC,91.03,148.0,0.0296,91.03,148,0.0296,91.03,148,0.0296,91.03,148,0.0296,混合型
009708,90.21,157.0,0.0314,工银新兴制造混合CC,90.21,157.0,0.0314,90.21,157,0.0314,90.21,157,0.0314,90.21,157,0.0314,混合型
009715,62.0,924.0,0.1848,汇添富策略增长灵活配置混合C,62.0,924.0,0.1848,62.0,924,0.1848,62.0,924,0.1848,62.0,924,0.1848,混合型
009804,61.29,975.0,0.195,国泰研究优势混合AC,61.29,975.0,0.195,61.29,975,0.195,61.29,975,0.195,61.29,975,0.195,混合型
009808,84.99,237.0,0.0474,易方达创新成长混合C,84.99,237.0,0.0474,84.99,237,0.0474,84.99,237,0.0474,84.99,237,0.0474,混合型
009855,72.1,499.0,0.0998,中加新兴成长混合AC,72.1,499.0,0.0998,72.1,499,0.0998,72.1,499,0.0998,72.1,499,0.0998,混合型
009856,71.4,519.0,0.1038,中加新兴成长混合CC,71.4,519.0,0.1038,71.4,519,0.1038,71.4,519,0.1038,71.4,519,0.1038,混合型
009863,66.2,709.0,0.1418,富国创新趋势股票AC,66.2,709.0,0.1418,66.2,709,0.1418,66.2,709,0.1418,66.2,709,0.1418,股票型
009891,78.91,332.0,0.0664,融通产业趋势臻选股票AC,78.91,332.0,0.0664,78.91,332,0.0664,78.91,332,0.0664,78.91,332,0.0664,股票型
009892,62.12,915.0,0.183,富国成长策略混合AC,62.12,915.0,0.183,62.12,915,0.183,62.12,915,0.183,62.12,915,0.183,混合型
009913,69.85,576.0,0.1152,中信保诚成长动力混合AC,69.85,576.0,0.1152,69.85,576,0.1152,69.85,576,0.1152,69.85,576,0.1152,混合型
009914,94.74,114.0,0.0228,富国成长动力混合AC,94.74,114.0,0.0228,94.74,114,0.0228,94.74,114,0.0228,94.74,114,0.0228,混合型
009931,62.58,884.0,0.1768,淳厚欣享一年持有期混合AC,62.58,884.0,0.1768,62.58,884,0.1768,62.58,884,0.1768,62.58,884,0.1768,混合型
009939,61.77,939.0,0.1878,淳厚欣享一年持有期混合CC,61.77,939.0,0.1878,61.77,939,0.1878,61.77,939,0.1878,61.77,939,0.1878,混合型
009993,58.37,1146.0,0.2292,嘉实前沿创新混合C,58.37,1146.0,0.2292,58.37,1146,0.2292,58.37,1146,0.2292,58.37,1146,0.2292,混合型
009994,65.24,753.0,0.1506,嘉实创新先锋混合AC,65.24,753.0,0.1506,65.24,753,0.1506,65.24,753,0.1506,65.24,753,0.1506,混合型
