code,rose(3y),rank(3y),rank_r(3y),name,rose(2y),rank(2y),rank_r(2y),rose(1y),rank(1y),rank_r(1y),rose(6m),rank(6m),rank_r(6m),rose(3m),rank(3m),rank_r(3m),类型
009995,64.46,791.0,0.1582,嘉实创新先锋混合CC,64.46,791.0,0.1582,64.46,791,0.1582,64.46,791,0.1582,64.46,791,0.1582,混合型
010013,102.63,63.0,0.0126,易方达信息行业精选股票AC,102.63,63.0,0.0126,102.63,63,0.0126,102.63,63,0.0126,102.63,63,0.0126,股票型
010033,104.49,57.0,0.0114,安信成长精选混合AC,104.49,57.0,0.0114,104.49,57,0.0114,104.49,57,0.0114,104.49,57,0.0114,混合型
010034,103.52,60.0,0.012,安信成长精选混合CC,103.52,60.0,0.012,103.52,60,0.012,103.52,60,0.012,103.52,60,0.012,混合型
010115,86.73,208.0,0.0416,易方达远见成长混合AC,86.73,208.0,0.0416,86.73,208,0.0416,86.73,208,0.0416,86.73,208,0.0416,混合型
010126,78.11,343.0,0.0686,平安价值成长混合AC,78.11,343.0,0.0686,78.11,343,0.0686,78.11,343,0.0686,78.11,343,0.0686,混合型
010127,76.71,372.0,0.0744,平安价值成长混合CC,76.71,372.0,0.0744,76.71,372,0.0744,76.71,372,0.0744,76.71,372,0.0744,混合型
010137,58.65,1130.0,0.226,华泰柏瑞量化创享混合AC,58.65,1130.0,0.226,58.65,1130,0.226,58.65,1130,0.226,58.65,1130,0.226,混合型
010138,57.71,1202.0,0.2404,华泰柏瑞量化创享混合CC,57.71,1202.0,0.2404,57.71,1202,0.2404,57.71,1202,0.2404,57.71,1202,0.2404,混合型
010159,61.06,983.0,0.1966,中银医疗保健混合CC,61.06,983.0,0.1966,61.06,983,0.1966,61.06,983,0.1966,61.06,983,0.1966,混合型
010213,62.72,875.0,0.175,中欧互联网先锋混合AC,62.72,875.0,0.175,62.72,875,0.175,62.72,875,0.175,62.72,875,0.175,混合型
010214,61.9,932.0,0.1864,中欧互联网先锋混合CC,61.9,932.0,0.1864,61.9,932,0.1864,61.9,932,0.1864,61.9,932,0.1864,混合型
010237,79.94,309.0,0.0618,安信创新先锋混合发起AC,79.94,309.0,0.0618,79.94,309,0.0618,79.94,309,0.0618,79.94,309,0.0618,混合型
010238,79.15,329.0,0.0658,安信创新先锋混合发起CC,79.15,329.0,0.0658,79.15,329,0.0658,79.15,329,0.0658,79.15,329,0.0658,混合型
010321,61.42,964.0,0.1928,中银大健康股票CC,61.42,964.0,0.1928,61.42,964,0.1928,61.42,964,0.1928,61.42,964,0.1928,股票型
010335,67.49,656.0,0.1312,华宝竞争优势混合AC,67.49,656.0,0.1312,67.49,656,0.1312,67.49,656,0.1312,67.49,656,0.1312,混合型
010350,96.05,105.0,0.021,景顺长城品质长青混合AC,96.05,105.0,0.021,96.05,105,0.021,96.05,105,0.021,96.05,105,0.021,混合型
010371,66.85,676.0,0.1352,大成成长进取混合AC,66.85,676.0,0.1352,66.85,676,0.1352,66.85,676,0.1352,66.85,676,0.1352,混合型
010372,66.09,712.0,0.1424,大成成长进取混合CC,66.09,712.0,0.1424,66.09,712,0.1424,66.09,712,0.1424,66.09,712,0.1424,混合型
010377,75.31,408.0,0.0816,广发价值核心混合AC,75.31,408.0,0.0816,75.31,408,0.0816,75.31,408,0.0816,75.31,408,0.0816,混合型
010378,74.6,423.0,0.0846,广发价值核心混合CC,74.6,423.0,0.0846,74.6,423,0.0846,74.6,423,0.0846,74.6,423,0.0846,混合型
010383,82.95,260.0,0.052,宝盈基础产业混合AC,82.95,260.0,0.052,82.95,260,0.052,82.95,260,0.052,82.95,260,0.052,混合型
010384,81.98,276.0,0.0552,宝盈基础产业混合CC,81.98,276.0,0.0552,81.98,276,0.0552,81.98,276,0.0552,81.98,276,0.0552,混合型
010391,101.3,74.0,0.0148,易方达战略新兴产业股票AC,101.3,74.0,0.0148,101.3,74,0.0148,101.3,74,0.0148,101.3,74,0.0148,股票型
010392,100.45,76.0,0.0152,易方达战略新兴产业股票CC,100.45,76.0,0.0152,100.45,76,0.0152,100.45,76,0.0152,100.45,76,0.0152,股票型
010415,86.92,204.0,0.0408,华泰柏瑞质量精选混合AC,86.92,204.0,0.0408,86.92,204,0.0408,86.92,204,0.0408,86.92,204,0.0408,混合型
010416,85.97,221.0,0.0442,华泰柏瑞质量精选混合CC,85.97,221.0,0.0442,85.97,221,0.0442,85.97,221,0.0442,85.97,221,0.0442,混合型
010418,88.74,174.0,0.0348,财通景气行业混合AC,88.74,174.0,0.0348,88.74,174,0.0348,88.74,174,0.0348,88.74,174,0.0348,混合型
010421,91.88,139.0,0.0278,海富通消费优选混合AC,91.88,139.0,0.0278,91.88,139,0.0278,91.88,139,0.0278,91.88,139,0.0278,混合型
010422,90.94,151.0,0.0302,海富通消费优选混合CC,90.94,151.0,0.0302,90.94,151,0.0302,90.94,151,0.0302,90.94,151,0.0302,混合型
010437,63.25,846.0,0.1692,嘉实竞争力优选混合AC,63.25,846.0,0.1692,63.25,846,0.1692,63.25,846,0.1692,63.25,846,0.1692,混合型
010438,62.6,883.0,0.1766,嘉实竞争力优选混合CC,62.6,883.0,0.1766,62.6,883,0.1766,62.6,883,0.1766,62.6,883,0.1766,混合型
010490,70.55,550.0,0.11,鹏华高质量增长混合AC,70.55,550.0,0.11,70.55,550,0.11,70.55,550,0.11,70.55,550,0.11,混合型
010491,69.19,599.0,0.1198,鹏华高质量增长混合CC,69.19,599.0,0.1198,69.19,599,0.1198,69.19,599,0.1198,69.19,599,0.1198,混合型
010500,63.14,851.0,0.1702,中银创新医疗混合CC,63.14,851.0,0.1702,63.14,851,0.1702,63.14,851,0.1702,63.14,851,0.1702,混合型
010524,78.87,333.0,0.0666,银华中证5G通信主题ETF联接CC,78.87,333.0,0.0666,78.87,333,0.0666,78.87,333,0.0666,78.87,333,0.0666,未知
010531,71.67,509.0,0.1018,申万中证申万电子行业投资指数(LOF)CC,71.67,509.0,0.1018,71.67,509,0.1018,71.67,509,0.1018,71.67,509,0.1018,指数型
010562,70.58,547.0,0.1094,永赢成长领航混合AC,70.58,547.0,0.1094,70.58,547,0.1094,70.58,547,0.1094,70.58,547,0.1094,混合型
010563,70.22,560.0,0.112,永赢成长领航混合CC,70.22,560.0,0.112,70.22,560,0.112,70.22,560,0.112,70.22,560,0.112,混合型
010610,79.21,326.0,0.0652,摩根远见两年持有期混合C,79.21,326.0,0.0652,79.21,326,0.0652,79.21,326,0.0652,79.21,326,0.0652,混合型
010644,75.39,406.0,0.0812,富国全球健康生活主题混合(QDII)人民币AC,75.39,406.0,0.0812,75.39,406,0.0812,75.39,406,0.0812,75.39,406,0.0812,混合型
010646,77.52,357.0,0.0714,融通价值趋势混合AC,77.52,357.0,0.0714,77.52,357,0.0714,77.52,357,0.0714,77.52,357,0.0714,混合型
010647,76.67,375.0,0.075,融通价值趋势混合CC,76.67,375.0,0.075,76.67,375,0.075,76.67,375,0.075,76.67,375,0.075,混合型
010662,62.29,909.0,0.1818,富国均衡优选混合C,62.29,909.0,0.1818,62.29,909,0.1818,62.29,909,0.1818,62.29,909,0.1818,混合型
010779,58.19,1158.0,0.2316,西部利得量化优选一年持有AC,58.19,1158.0,0.2316,58.19,1158,0.2316,58.19,1158,0.2316,58.19,1158,0.2316,未知
010780,57.56,1217.0,0.2434,西部利得量化优选一年持有CC,57.56,1217.0,0.2434,57.56,1217,0.2434,57.56,1217,0.2434,57.56,1217,0.2434,未知
010821,63.28,844.0,0.1688,东方红多元策略混合BC,63.28,844.0,0.1688,63.28,844,0.1688,63.28,844,0.1688,63.28,844,0.1688,混合型
010852,62.2,912.0,0.1824,中欧内需成长混合AC,62.2,912.0,0.1824,62.2,912,0.1824,62.2,912,0.1824,62.2,912,0.1824,混合型
010853,60.95,990.0,0.198,中欧内需成长混合CC,60.95,990.0,0.198,60.95,990,0.198,60.95,990,0.198,60.95,990,0.198,混合型
010963,57.29,1241.0,0.2482,信澳周期动力混合AC,57.29,1241.0,0.2482,57.29,1241,0.2482,57.29,1241,0.2482,57.29,1241,0.2482,混合型
010966,59.39,1079.0,0.2158,富国成长领航混合C,59.39,1079.0,0.2158,59.39,1079,0.2158,59.39,1079,0.2158,59.39,1079,0.2158,混合型
010987,60.55,1015.0,0.203,国联鑫锐精选一年持有混合AC,60.55,1015.0,0.203,60.55,1015,0.203,60.55,1015,0.203,60.55,1015,0.203,混合型
010988,59.57,1067.0,0.2134,国联鑫锐精选一年持有混合CC,59.57,1067.0,0.2134,59.57,1067,0.2134,59.57,1067,0.2134,59.57,1067,0.2134,混合型
010990,70.69,546.0,0.1092,南方中证申万有色金属ETF发起联接EC,70.69,546.0,0.1092,70.69,546,0.1092,70.69,546,0.1092,70.69,546,0.1092,未知
011021,69.35,591.0,0.1182,汇添富互联网核心资产六个月持有混合AC,69.35,591.0,0.1182,69.35,591,0.1182,69.35,591,0.1182,69.35,591,0.1182,混合型
011022,68.51,621.0,0.1242,汇添富互联网核心资产六个月持有混合CC,68.51,621.0,0.1242,68.51,621,0.1242,68.51,621,0.1242,68.51,621,0.1242,混合型
011035,86.33,213.0,0.0426,嘉实中证稀土产业ETF联接AC,86.33,213.0,0.0426,86.33,213,0.0426,86.33,213,0.0426,86.33,213,0.0426,未知
011036,86.16,218.0,0.0436,嘉实中证稀土产业ETF联接CC,86.16,218.0,0.0436,86.16,218,0.0436,86.16,218,0.0436,86.16,218,0.0436,未知
011042,63.77,819.0,0.1638,国泰价值先锋股票AC,63.77,819.0,0.1638,63.77,819,0.1638,63.77,819,0.1638,63.77,819,0.1638,股票型
011043,62.56,885.0,0.177,国泰价值先锋股票CC,62.56,885.0,0.177,62.56,885,0.177,62.56,885,0.177,62.56,885,0.177,股票型
011056,57.92,1185.0,0.237,博时汇兴回报一年持有期混合C,57.92,1185.0,0.237,57.92,1185,0.237,57.92,1185,0.237,57.92,1185,0.237,混合型
011114,57.8,1197.0,0.2394,富国沪港深行业精选混合CC,57.8,1197.0,0.2394,57.8,1197,0.2394,57.8,1197,0.2394,57.8,1197,0.2394,混合型
011120,87.99,188.0,0.0376,富国创新科技混合CC,87.99,188.0,0.0376,87.99,188,0.0376,87.99,188,0.0376,87.99,188,0.0376,混合型
011122,62.32,906.0,0.1812,汇添富ESG可持续成长股票AC,62.32,906.0,0.1812,62.32,906,0.1812,62.32,906,0.1812,62.32,906,0.1812,股票型
011123,61.01,987.0,0.1974,汇添富ESG可持续成长股票CC,61.01,987.0,0.1974,61.01,987,0.1974,61.01,987,0.1974,61.01,987,0.1974,股票型
011126,60.82,1000.0,0.2,富国互联科技股票CC,60.82,1000.0,0.2,60.82,1000,0.2,60.82,1000,0.2,60.82,1000,0.2,股票型
011144,108.27,45.0,0.009,华安汇宏精选混合AC,108.27,45.0,0.009,108.27,45,0.009,108.27,45,0.009,108.27,45,0.009,混合型
011145,107.03,46.0,0.0092,华安汇宏精选混合CC,107.03,46.0,0.0092,107.03,46,0.0092,107.03,46,0.0092,107.03,46,0.0092,混合型
011170,65.29,751.0,0.1502,宝盈智慧生活混合AC,65.29,751.0,0.1502,65.29,751,0.1502,65.29,751,0.1502,65.29,751,0.1502,混合型
011171,64.62,781.0,0.1562,宝盈智慧生活混合CC,64.62,781.0,0.1562,64.62,781,0.1562,64.62,781,0.1562,64.62,781,0.1562,混合型
011188,74.32,434.0,0.0868,信澳星奕混合AC,74.32,434.0,0.0868,74.32,434,0.0868,74.32,434,0.0868,74.32,434,0.0868,混合型
011196,76.17,386.0,0.0772,摩根优势成长混合AC,76.17,386.0,0.0772,76.17,386,0.0772,76.17,386,0.0772,76.17,386,0.0772,混合型
011197,75.25,409.0,0.0818,摩根优势成长混合CC,75.25,409.0,0.0818,75.25,409,0.0818,75.25,409,0.0818,75.25,409,0.0818,混合型
011223,72.91,478.0,0.0956,信澳星奕混合CC,72.91,478.0,0.0956,72.91,478,0.0956,72.91,478,0.0956,72.91,478,0.0956,混合型
011236,66.38,699.0,0.1398,摩根行业睿选股票AC,66.38,699.0,0.1398,66.38,699,0.1398,66.38,699,0.1398,66.38,699,0.1398,股票型
011237,65.55,740.0,0.148,摩根行业睿选股票CC,65.55,740.0,0.148,65.55,740,0.148,65.55,740,0.148,65.55,740,0.148,股票型
011269,61.08,982.0,0.1964,中银证券优势制造股票AC,61.08,982.0,0.1964,61.08,982,0.1964,61.08,982,0.1964,61.08,982,0.1964,股票型
011270,60.35,1030.0,0.206,中银证券优势制造股票CC,60.35,1030.0,0.206,60.35,1030,0.206,60.35,1030,0.206,60.35,1030,0.206,股票型
011300,59.96,1047.0,0.2094,易方达智造优势混合AC,59.96,1047.0,0.2094,59.96,1047,0.2094,59.96,1047,0.2094,59.96,1047,0.2094,混合型
011301,59.33,1083.0,0.2166,易方达智造优势混合CC,59.33,1083.0,0.2166,59.33,1083,0.2166,59.33,1083,0.2166,59.33,1083,0.2166,混合型
011306,86.25,216.0,0.0432,富国低碳新经济混合CC,86.25,216.0,0.0432,86.25,216,0.0432,86.25,216,0.0432,86.25,216,0.0432,混合型
011346,67.62,651.0,0.1302,淳厚鑫淳一年持有混合C,67.62,651.0,0.1302,67.62,651,0.1302,67.62,651,0.1302,67.62,651,0.1302,混合型
011369,98.82,88.0,0.0176,华商均衡成长混合AC,98.82,88.0,0.0176,98.82,88,0.0176,98.82,88,0.0176,98.82,88,0.0176,混合型
011370,97.65,95.0,0.019,华商均衡成长混合CC,97.65,95.0,0.019,97.65,95,0.019,97.65,95,0.019,97.65,95,0.019,混合型
011371,60.13,1043.0,0.2086,华商远见价值AC,60.13,1043.0,0.2086,60.13,1043,0.2086,60.13,1043,0.2086,60.13,1043,0.2086,未知
011372,58.81,1116.0,0.2232,华商远见价值CC,58.81,1116.0,0.2232,58.81,1116,0.2232,58.81,1116,0.2232,58.81,1116,0.2232,未知
011377,72.47,490.0,0.098,创金合信积极成长股票AC,72.47,490.0,0.098,72.47,490,0.098,72.47,490,0.098,72.47,490,0.098,股票型
011378,71.6,513.0,0.1026,创金合信积极成长股票CC,71.6,513.0,0.1026,71.6,513,0.1026,71.6,513,0.1026,71.6,513,0.1026,股票型
011399,57.95,1182.0,0.2364,汇添富数字未来混合AC,57.95,1182.0,0.2364,57.95,1182,0.2364,57.95,1182,0.2364,57.95,1182,0.2364,混合型
011412,86.0,220.0,0.044,易方达远见成长混合CC,86.0,220.0,0.044,86.0,220,0.044,86.0,220,0.044,86.0,220,0.044,混合型
011452,86.81,206.0,0.0412,华泰柏瑞质量成长CC,86.81,206.0,0.0412,86.81,206,0.0412,86.81,206,0.0412,86.81,206,0.0412,未知
011486,87.91,189.0,0.0378,博时创新精选混合AC,87.91,189.0,0.0378,87.91,189,0.0378,87.91,189,0.0378,87.91,189,0.0378,混合型
011487,86.98,203.0,0.0406,博时创新精选混合CC,86.98,203.0,0.0406,86.98,203,0.0406,86.98,203,0.0406,86.98,203,0.0406,混合型
011512,57.5,1220.0,0.244,天弘中证新能源车AC,57.5,1220.0,0.244,57.5,1220,0.244,57.5,1220,0.244,57.5,1220,0.244,未知
011598,62.17,914.0,0.1828,信澳医药健康混合AC,62.17,914.0,0.1828,62.17,914,0.1828,62.17,914,0.1828,62.17,914,0.1828,混合型
011630,66.85,677.0,0.1354,东财有色增强AC,66.85,677.0,0.1354,66.85,677,0.1354,66.85,677,0.1354,66.85,677,0.1354,未知
011631,66.34,700.0,0.14,东财有色增强CC,66.34,700.0,0.14,66.34,700,0.14,66.34,700,0.14,66.34,700,0.14,未知
011635,59.23,1090.0,0.218,富国港股通策略精选混合AC,59.23,1090.0,0.218,59.23,1090,0.218,59.23,1090,0.218,59.23,1090,0.218,混合型
011636,58.23,1157.0,0.2314,富国港股通策略精选混合CC,58.23,1157.0,0.2314,58.23,1157,0.2314,58.23,1157,0.2314,58.23,1157,0.2314,混合型
011643,57.3,1239.0,0.2478,嘉实时代先锋三年持有混合AC,57.3,1239.0,0.2478,57.3,1239,0.2478,57.3,1239,0.2478,57.3,1239,0.2478,混合型
011703,60.63,1007.0,0.2014,中金鑫瑞优选一年持有混合C,60.63,1007.0,0.2014,60.63,1007,0.2014,60.63,1007,0.2014,60.63,1007,0.2014,混合型
011707,64.87,770.0,0.154,东吴配置优化混合CC,64.87,770.0,0.154,64.87,770,0.154,64.87,770,0.154,64.87,770,0.154,混合型
011815,136.97,17.0,0.0034,恒越优势精选混合C,136.97,17.0,0.0034,136.97,17,0.0034,136.97,17,0.0034,136.97,17,0.0034,混合型
011822,62.08,917.0,0.1834,易方达产业升级混合AC,62.08,917.0,0.1834,62.08,917,0.1834,62.08,917,0.1834,62.08,917,0.1834,混合型
011823,61.41,965.0,0.193,易方达产业升级混合CC,61.41,965.0,0.193,61.41,965,0.193,61.41,965,0.193,61.41,965,0.193,混合型
011826,66.08,713.0,0.1426,汇添富健康生活一年持有混合AC,66.08,713.0,0.1426,66.08,713,0.1426,66.08,713,0.1426,66.08,713,0.1426,混合型
011827,65.42,747.0,0.1494,汇添富健康生活一年持有混合CC,65.42,747.0,0.1494,65.42,747,0.1494,65.42,747,0.1494,65.42,747,0.1494,混合型
011828,76.35,382.0,0.0764,平安睿享成长混合AC,76.35,382.0,0.0764,76.35,382,0.0764,76.35,382,0.0764,76.35,382,0.0764,混合型
011829,74.95,417.0,0.0834,平安睿享成长混合CC,74.95,417.0,0.0834,74.95,417,0.0834,74.95,417,0.0834,74.95,417,0.0834,混合型
011832,71.96,503.0,0.1006,西部利得人工智能主题指数增强AC,71.96,503.0,0.1006,71.96,503,0.1006,71.96,503,0.1006,71.96,503,0.1006,指数型
011833,71.29,524.0,0.1048,西部利得人工智能主题指数增强CC,71.29,524.0,0.1048,71.29,524,0.1048,71.29,524,0.1048,71.29,524,0.1048,指数型
011839,70.88,542.0,0.1084,天弘中证人工智能AC,70.88,542.0,0.1084,70.88,542,0.1084,70.88,542,0.1084,70.88,542,0.1084,未知
011840,70.55,551.0,0.1102,天弘中证人工智能CC,70.55,551.0,0.1102,70.55,551,0.1102,70.55,551,0.1102,70.55,551,0.1102,未知
011891,95.1,112.0,0.0224,易方达先锋成长混合AC,95.1,112.0,0.0224,95.1,112,0.0224,95.1,112,0.0224,95.1,112,0.0224,混合型
011892,94.32,115.0,0.023,易方达先锋成长混合CC,94.32,115.0,0.023,94.32,115,0.023,94.32,115,0.023,94.32,115,0.023,混合型
011924,58.08,1167.0,0.2334,嘉实港股互联网产业核心资产AC,58.08,1167.0,0.2334,58.08,1167,0.2334,58.08,1167,0.2334,58.08,1167,0.2334,未知
011925,57.5,1221.0,0.2442,嘉实港股互联网产业核心资产CC,57.5,1221.0,0.2442,57.5,1221,0.2442,57.5,1221,0.2442,57.5,1221,0.2442,未知
012033,59.45,1074.0,0.2148,广发睿盛混合AC,59.45,1074.0,0.2148,59.45,1074,0.2148,59.45,1074,0.2148,59.45,1074,0.2148,混合型
012034,58.78,1121.0,0.2242,广发睿盛混合CC,58.78,1121.0,0.2242,58.78,1121,0.2242,58.78,1121,0.2242,58.78,1121,0.2242,混合型
012040,58.12,1161.0,0.2322,鹏华中证信息技术指数(LOF)CC,58.12,1161.0,0.2322,58.12,1161,0.2322,58.12,1161,0.2322,58.12,1161,0.2322,指数型
012060,70.49,553.0,0.1106,富国全球消费精选混合(QDII)人民币AC,70.49,553.0,0.1106,70.49,553,0.1106,70.49,553,0.1106,70.49,553,0.1106,混合型
012062,69.33,593.0,0.1186,富国全球消费精选混合(QDII)人民币CC,69.33,593.0,0.1186,69.33,593,0.1186,69.33,593,0.1186,69.33,593,0.1186,混合型
012073,67.52,655.0,0.131,华安均衡优选混合AC,67.52,655.0,0.131,67.52,655,0.131,67.52,655,0.131,67.52,655,0.131,混合型
012074,66.63,684.0,0.1368,华安均衡优选混合CC,66.63,684.0,0.1368,66.63,684,0.1368,66.63,684,0.1368,66.63,684,0.1368,混合型
012082,102.34,66.0,0.0132,博时数字经济混合AC,102.34,66.0,0.0132,102.34,66,0.0132,102.34,66,0.0132,102.34,66,0.0132,混合型
012083,101.56,73.0,0.0146,博时数字经济混合CC,101.56,73.0,0.0146,101.56,73,0.0146,101.56,73,0.0146,101.56,73,0.0146,混合型
012093,79.26,325.0,0.065,鹏华创新升级混合AC,79.26,325.0,0.065,79.26,325,0.065,79.26,325,0.065,79.26,325,0.065,混合型
012094,77.83,352.0,0.0704,鹏华创新升级混合CC,77.83,352.0,0.0704,77.83,352,0.0704,77.83,352,0.0704,77.83,352,0.0704,混合型
012188,59.73,1059.0,0.2118,华安优势龙头混合AC,59.73,1059.0,0.2118,59.73,1059,0.2118,59.73,1059,0.2118,59.73,1059,0.2118,混合型
012189,58.99,1101.0,0.2202,华安优势龙头混合CC,58.99,1101.0,0.2202,58.99,1101,0.2202,58.99,1101,0.2202,58.99,1101,0.2202,混合型
012198,65.37,748.0,0.1496,国金核心资产一年持有AC,65.37,748.0,0.1496,65.37,748,0.1496,65.37,748,0.1496,65.37,748,0.1496,未知
012199,64.56,785.0,0.157,国金核心资产一年持有CC,64.56,785.0,0.157,64.56,785,0.157,64.56,785,0.157,64.56,785,0.157,未知
012223,82.5,266.0,0.0532,信澳成长精选混合AC,82.5,266.0,0.0532,82.5,266,0.0532,82.5,266,0.0532,82.5,266,0.0532,混合型
012224,81.08,287.0,0.0574,信澳成长精选混合CC,81.08,287.0,0.0574,81.08,287,0.0574,81.08,287,0.0574,81.08,287,0.0574,混合型
012243,65.24,754.0,0.1508,东方红内需增长混合BC,65.24,754.0,0.1508,65.24,754,0.1508,65.24,754,0.1508,65.24,754,0.1508,混合型
012301,59.93,1049.0,0.2098,易方达核心智造混合C,59.93,1049.0,0.2098,59.93,1049,0.2098,59.93,1049,0.2098,59.93,1049,0.2098,混合型
012319,65.06,761.0,0.1522,东财消费电子增强AC,65.06,761.0,0.1522,65.06,761,0.1522,65.06,761,0.1522,65.06,761,0.1522,未知
012320,64.58,783.0,0.1566,东财消费电子增强CC,64.58,783.0,0.1566,64.58,783,0.1566,64.58,783,0.1566,64.58,783,0.1566,未知
012321,58.88,1111.0,0.2222,东财云计算增强AC,58.88,1111.0,0.2222,58.88,1111,0.2222,58.88,1111,0.2222,58.88,1111,0.2222,未知
012322,58.41,1141.0,0.2282,东财云计算增强CC,58.41,1141.0,0.2282,58.41,1141,0.2282,58.41,1141,0.2282,58.41,1141,0.2282,未知
012342,61.3,973.0,0.1946,广发瑞泽精选混合AC,61.3,973.0,0.1946,61.3,973,0.1946,61.3,973,0.1946,61.3,973,0.1946,混合型
012343,60.67,1006.0,0.2012,广发瑞泽精选混合CC,60.67,1006.0,0.2012,60.67,1006,0.2012,60.67,1006,0.2012,60.67,1006,0.2012,混合型
012358,62.52,887.0,0.1774,汇丰晋信医疗先锋混合AC,62.52,887.0,0.1774,62.52,887,0.1774,62.52,887,0.1774,62.52,887,0.1774,混合型
012359,61.72,943.0,0.1886,汇丰晋信医疗先锋混合CC,61.72,943.0,0.1886,61.72,943,0.1886,61.72,943,0.1886,61.72,943,0.1886,混合型
012410,72.54,487.0,0.0974,海富通成长领航混合AC,72.54,487.0,0.0974,72.54,487,0.0974,72.54,487,0.0974,72.54,487,0.0974,混合型
012411,71.15,532.0,0.1064,海富通成长领航混合CC,71.15,532.0,0.1064,71.15,532,0.1064,71.15,532,0.1064,71.15,532,0.1064,混合型
012445,57.97,1181.0,0.2362,华富新能源股票型发起式AC,57.97,1181.0,0.2362,57.97,1181,0.2362,57.97,1181,0.2362,57.97,1181,0.2362,股票型
012454,81.07,289.0,0.0578,淳厚鑫悦混合AC,81.07,289.0,0.0578,81.07,289,0.0578,81.07,289,0.0578,81.07,289,0.0578,混合型
012455,80.13,305.0,0.061,淳厚鑫悦混合CC,80.13,305.0,0.061,80.13,305,0.061,80.13,305,0.061,80.13,305,0.061,混合型
012456,71.58,514.0,0.1028,鹏扬数字经济先锋混合AC,71.58,514.0,0.1028,71.58,514,0.1028,71.58,514,0.1028,71.58,514,0.1028,混合型
012457,70.2,562.0,0.1124,鹏扬数字经济先锋混合CC,70.2,562.0,0.1124,70.2,562,0.1124,70.2,562,0.1124,70.2,562,0.1124,混合型
012477,95.25,110.0,0.022,富国匠心精选12个月持有混合AC,95.25,110.0,0.022,95.25,110,0.022,95.25,110,0.022,95.25,110,0.022,混合型
012478,94.07,117.0,0.0234,富国匠心精选12个月持有混合CC,94.07,117.0,0.0234,94.07,117,0.0234,94.07,117,0.0234,94.07,117,0.0234,混合型
012491,79.58,318.0,0.0636,华商核心引力混合AC,79.58,318.0,0.0636,79.58,318,0.0636,79.58,318,0.0636,79.58,318,0.0636,混合型
012492,78.82,334.0,0.0668,华商核心引力混合CC,78.82,334.0,0.0668,78.82,334,0.0668,78.82,334,0.0668,78.82,334,0.0668,混合型
012500,90.06,159.0,0.0318,博时汇荣回报混合AC,90.06,159.0,0.0318,90.06,159,0.0318,90.06,159,0.0318,90.06,159,0.0318,混合型
012501,88.56,177.0,0.0354,博时汇荣回报混合CC,88.56,177.0,0.0354,88.56,177,0.0354,88.56,177,0.0354,88.56,177,0.0354,混合型
012530,76.09,388.0,0.0776,永赢惠添盈一年持有混合C,76.09,388.0,0.0776,76.09,388,0.0776,76.09,388,0.0776,76.09,388,0.0776,混合型
012535,92.24,134.0,0.0268,万家全球成长一年持有期混合(QDII)AC,92.24,134.0,0.0268,92.24,134,0.0268,92.24,134,0.0268,92.24,134,0.0268,混合型
012536,91.12,146.0,0.0292,万家全球成长一年持有期混合(QDII)CC,91.12,146.0,0.0292,91.12,146,0.0292,91.12,146,0.0292,91.12,146,0.0292,混合型
012550,59.1,1099.0,0.2198,华宝中证电子50ETF联接AC,59.1,1099.0,0.2198,59.1,1099,0.2198,59.1,1099,0.2198,59.1,1099,0.2198,未知
012551,58.76,1124.0,0.2248,华宝中证电子50ETF联接CC,58.76,1124.0,0.2248,58.76,1124,0.2248,58.76,1124,0.2248,58.76,1124,0.2248,未知
012552,60.58,1011.0,0.2022,天弘中证芯片产业ETF发起式联接AC,60.58,1011.0,0.2022,60.58,1011,0.2022,60.58,1011,0.2022,60.58,1011,0.2022,未知
012553,60.26,1034.0,0.2068,天弘中证芯片产业ETF发起式联接CC,60.26,1034.0,0.2068,60.26,1034,0.2068,60.26,1034,0.2068,60.26,1034,0.2068,未知
012584,78.63,336.0,0.0672,南方中国新兴经济9个月持有期混合(QDII)AC,78.63,336.0,0.0672,78.63,336,0.0672,78.63,336,0.0672,78.63,336,0.0672,混合型
012585,74.96,416.0,0.0832,南方中国新兴经济9个月持有期混合(QDII)CC,74.96,416.0,0.0832,74.96,416,0.0832,74.96,416,0.0832,74.96,416,0.0832,混合型
012586,63.38,838.0,0.1676,南方港股创新视野一年持有混合AC,63.38,838.0,0.1676,63.38,838,0.1676,63.38,838,0.1676,63.38,838,0.1676,混合型
012587,62.3,907.0,0.1814,南方港股创新视野一年持有混合CC,62.3,907.0,0.1814,62.3,907,0.1814,62.3,907,0.1814,62.3,907,0.1814,混合型
012588,63.35,840.0,0.168,南方港股通优势企业混合AC,63.35,840.0,0.168,63.35,840,0.168,63.35,840,0.168,63.35,840,0.168,混合型
012589,62.05,922.0,0.1844,南方港股通优势企业混合CC,62.05,922.0,0.1844,62.05,922,0.1844,62.05,922,0.1844,62.05,922,0.1844,混合型
012617,96.58,102.0,0.0204,东吴新经济混合CC,96.58,102.0,0.0204,96.58,102,0.0204,96.58,102,0.0204,96.58,102,0.0204,混合型
012629,59.92,1050.0,0.21,广发国证半导体芯片ETF联接AC,59.92,1050.0,0.21,59.92,1050,0.21,59.92,1050,0.21,59.92,1050,0.21,未知
012630,59.44,1076.0,0.2152,广发国证半导体芯片ETF联接CC,59.44,1076.0,0.2152,59.44,1076,0.2152,59.44,1076,0.2152,59.44,1076,0.2152,未知
