date,net_value
2025-10-16,1.7699
2025-10-15,1.7721
2025-10-14,1.735
2025-10-13,1.7963
2025-10-10,1.8164
2025-10-09,1.8706
2025-09-30,1.8386
2025-09-29,1.8315
2025-09-26,1.7987
2025-09-25,1.8534
2025-09-24,1.8424
2025-09-23,1.8105
2025-09-22,1.8077
2025-09-19,1.7545
2025-09-18,1.7708
2025-09-17,1.7686
2025-09-16,1.7302
2025-09-15,1.6952
2025-09-12,1.707
2025-09-11,1.7182
2025-09-10,1.6424
2025-09-09,1.6241
2025-09-08,1.6576
2025-09-05,1.6444
2025-09-04,1.5746
2025-09-03,1.6405
2025-09-02,1.6416
2025-09-01,1.7193
2025-08-29,1.7039
2025-08-28,1.6862
2025-08-27,1.6246
2025-08-26,1.6311
2025-08-25,1.6253
2025-08-22,1.5874
2025-08-21,1.5479
2025-08-20,1.5639
2025-08-19,1.5383
2025-08-18,1.5465
2025-08-15,1.5116
2025-08-14,1.4889
2025-08-13,1.5105
2025-08-12,1.4734
2025-08-11,1.464
2025-08-08,1.43
2025-08-07,1.4186
2025-08-06,1.4256
2025-08-05,1.4125
2025-08-04,1.4073
2025-08-01,1.3978
2025-07-31,1.3984
2025-07-30,1.4037
2025-07-29,1.4136
2025-07-28,1.3961
2025-07-25,1.3621
2025-07-24,1.3638
2025-07-23,1.3426
2025-07-22,1.352
2025-07-21,1.3598
2025-07-18,1.3468
2025-07-17,1.3446
2025-07-16,1.3172
2025-07-15,1.3249
2025-07-14,1.3033
2025-07-11,1.296
2025-07-10,1.2922
2025-07-09,1.292
2025-07-08,1.3003
2025-07-07,1.2726
2025-07-04,1.2821
2025-07-03,1.2882
2025-07-02,1.2626
2025-07-01,1.2844
2025-06-30,1.2817
2025-06-27,1.268
2025-06-26,1.2544
2025-06-25,1.2588
2025-06-24,1.2391
2025-06-23,1.2159
2025-06-20,1.2101
2025-06-19,1.221
2025-06-18,1.234
2025-06-17,1.2185
2025-06-16,1.2255
2025-06-13,1.2227
2025-06-12,1.2362
2025-06-11,1.2341
2025-06-10,1.2254
2025-06-09,1.2348
2025-06-06,1.2304
2025-06-05,1.2361
2025-06-04,1.2152
2025-06-03,1.2054
2025-05-30,1.2021
2025-05-29,1.2226
2025-05-28,1.206
2025-05-27,1.2061
2025-05-26,1.2181
2025-05-23,1.2229
2025-05-22,1.2325
2025-05-21,1.2409
2025-05-20,1.2392
2025-05-19,1.2308
2025-05-16,1.236
2025-05-15,1.2308
2025-05-14,1.2537
2025-05-13,1.2566
2025-05-12,1.261
2025-05-09,1.242
2025-05-08,1.2565
2025-05-07,1.2382
2025-05-06,1.2417
2025-04-30,1.216
2025-04-29,1.1965
2025-04-28,1.1947
2025-04-25,1.211
2025-04-24,1.2036
2025-04-23,1.2124
2025-04-22,1.1967
2025-04-21,1.1992
2025-04-18,1.1778
2025-04-17,1.1684
2025-04-16,1.1669
2025-04-15,1.1849
2025-04-14,1.1855
2025-04-11,1.178
2025-04-10,1.1609
2025-04-09,1.1226
2025-04-08,1.1113
2025-04-07,1.1336
2025-04-03,1.2566
2025-04-02,1.2906
2025-04-01,1.2841
2025-03-31,1.2825
2025-03-28,1.2965
2025-03-27,1.3052
2025-03-26,1.2987
2025-03-25,1.293
2025-03-24,1.3082
2025-03-21,1.3078
2025-03-20,1.3445
2025-03-19,1.3574
2025-03-18,1.3654
2025-03-17,1.3578
2025-03-14,1.3566
2025-03-13,1.3196
2025-03-12,1.3509
2025-03-11,1.3464
2025-03-10,1.3546
2025-03-07,1.3567
2025-03-06,1.3641
2025-03-05,1.3321
