date,net_value
2025-10-10,1.6811
2025-10-09,1.7178
2025-09-30,1.699
2025-09-29,1.6739
2025-09-26,1.6667
2025-09-25,1.6991
2025-09-24,1.6887
2025-09-23,1.6768
2025-09-22,1.6827
2025-09-19,1.6619
2025-09-18,1.663
2025-09-17,1.6604
2025-09-16,1.645
2025-09-15,1.6463
2025-09-12,1.6446
2025-09-11,1.6325
2025-09-10,1.6049
2025-09-09,1.5972
2025-09-08,1.6148
2025-09-05,1.61
2025-09-04,1.5688
2025-09-03,1.6245
2025-09-02,1.6329
2025-09-01,1.6674
2025-08-29,1.6411
2025-08-28,1.632
2025-08-27,1.5784
2025-08-26,1.5965
2025-08-25,1.6121
2025-08-22,1.6019
2025-08-21,1.5675
2025-08-20,1.5792
2025-08-19,1.5467
2025-08-18,1.5433
2025-08-15,1.5114
2025-08-14,1.4963
2025-08-13,1.5147
2025-08-12,1.4936
2025-08-11,1.478
2025-08-08,1.4703
2025-08-07,1.5056
2025-08-06,1.4868
2025-08-05,1.4724
2025-08-04,1.4652
2025-08-01,1.4331
2025-07-31,1.4346
2025-07-30,1.4423
2025-07-29,1.455
2025-07-28,1.4396
2025-07-25,1.4446
2025-07-24,1.4028
2025-07-23,1.3654
2025-07-22,1.3622
2025-07-21,1.3655
2025-07-18,1.3636
2025-07-17,1.3583
2025-07-16,1.3441
2025-07-15,1.338
2025-07-14,1.3312
2025-07-11,1.3448
2025-07-10,1.3225
2025-07-09,1.329
2025-07-08,1.3361
2025-07-07,1.322
2025-07-04,1.325
2025-07-03,1.3268
2025-07-02,1.3294
2025-07-01,1.3583
2025-06-30,1.3635
2025-06-27,1.3431
2025-06-26,1.3305
2025-06-25,1.3478
2025-06-24,1.3075
2025-06-23,1.2865
2025-06-20,1.267
2025-06-19,1.2777
2025-06-18,1.2921
2025-06-17,1.2927
2025-06-16,1.2958
2025-06-13,1.2827
2025-06-12,1.2841
2025-06-11,1.2789
2025-06-10,1.2642
2025-06-09,1.2893
2025-06-06,1.2793
2025-06-05,1.29
2025-06-04,1.272
2025-06-03,1.2615
2025-05-30,1.2407
2025-05-29,1.2529
2025-05-28,1.2238
2025-05-27,1.2287
2025-05-26,1.2345
2025-05-23,1.2255
2025-05-22,1.2537
2025-05-21,1.2551
2025-05-20,1.2622
2025-05-19,1.2548
2025-05-16,1.2493
2025-05-15,1.2502
2025-05-14,1.2746
2025-05-13,1.2643
2025-05-12,1.2742
2025-05-09,1.2544
2025-05-08,1.2786
2025-05-07,1.2795
2025-05-06,1.2883
2025-04-30,1.2659
2025-04-29,1.2485
2025-04-28,1.2414
2025-04-25,1.2365
2025-04-24,1.2357
2025-04-23,1.2518
2025-04-22,1.2474
2025-04-21,1.2609
2025-04-18,1.2455
2025-04-17,1.2473
2025-04-16,1.2393
2025-04-15,1.2378
2025-04-14,1.2453
2025-04-11,1.239
2025-04-10,1.1915
2025-04-09,1.1759
2025-04-08,1.1322
2025-04-07,1.1291
2025-04-03,1.2854
2025-04-02,1.2885
2025-04-01,1.2927
2025-03-31,1.2965
2025-03-28,1.2726
2025-03-27,1.2805
2025-03-26,1.2788
2025-03-25,1.2701
2025-03-24,1.2845
2025-03-21,1.2883
2025-03-20,1.325
2025-03-19,1.3361
2025-03-18,1.347
2025-03-17,1.3424
2025-03-14,1.3468
2025-03-13,1.3228
