date,net_value
2025-10-15,1.8118
2025-10-14,1.751
2025-10-13,1.855
2025-10-10,1.9016
2025-10-09,1.9764
2025-09-30,2.0056
2025-09-29,2.0484
2025-09-26,1.9968
2025-09-25,2.0705
2025-09-24,2.0467
2025-09-23,2.07
2025-09-22,2.077
2025-09-19,2.053
2025-09-18,2.0582
2025-09-17,2.0477
2025-09-16,2.0357
2025-09-15,2.0098
2025-09-12,2.0423
2025-09-11,2.0535
2025-09-10,1.8426
2025-09-09,1.7575
2025-09-08,1.7903
2025-09-05,1.8849
2025-09-04,1.7431
2025-09-03,1.9356
2025-09-02,1.896
2025-09-01,2.0142
2025-08-29,1.9799
2025-08-28,1.9795
2025-08-27,1.8076
2025-08-26,1.7493
2025-08-25,1.7681
2025-08-22,1.649
2025-08-21,1.5819
2025-08-20,1.6175
2025-08-19,1.6418
2025-08-18,1.6199
2025-08-15,1.549
2025-08-14,1.537
2025-08-13,1.5824
2025-08-12,1.4875
2025-08-11,1.4525
2025-08-08,1.3977
2025-08-07,1.3987
2025-08-06,1.4153
2025-08-05,1.4075
2025-08-04,1.4005
2025-08-01,1.3985
2025-07-31,1.4284
2025-07-30,1.4093
2025-07-29,1.4272
2025-07-28,1.379
2025-07-25,1.3356
2025-07-24,1.3388
2025-07-23,1.3513
2025-07-22,1.3483
2025-07-21,1.3523
2025-07-18,1.3673
2025-07-17,1.3728
2025-07-16,1.3141
2025-07-15,1.316
2025-07-14,1.2365
2025-07-11,1.2223
2025-07-10,1.2272
2025-07-09,1.2343
2025-07-08,1.2439
2025-07-07,1.197
2025-07-04,1.2101
2025-07-03,1.2033
2025-07-02,1.181
2025-07-01,1.2109
2025-06-30,1.2073
2025-06-27,1.1931
2025-06-26,1.1681
2025-06-25,1.1627
2025-06-24,1.1462
2025-06-23,1.1323
2025-06-20,1.1269
2025-06-19,1.1408
2025-06-18,1.1514
2025-06-17,1.1264
2025-06-16,1.1326
2025-06-13,1.1067
2025-06-12,1.1226
2025-06-11,1.1198
2025-06-10,1.1198
2025-06-09,1.1318
2025-06-06,1.1247
2025-06-05,1.12
2025-06-04,1.0702
2025-06-03,1.0562
2025-05-30,1.0619
2025-05-29,1.0842
2025-05-28,1.0739
2025-05-27,1.0737
2025-05-26,1.0808
2025-05-23,1.0747
2025-05-22,1.096
2025-05-21,1.1061
2025-05-20,1.1175
2025-05-19,1.1083
2025-05-16,1.1163
2025-05-15,1.1167
2025-05-14,1.1525
2025-05-13,1.1562
2025-05-12,1.1713
2025-05-09,1.1462
2025-05-08,1.1619
2025-05-07,1.1666
2025-05-06,1.173
2025-04-30,1.1332
2025-04-29,1.1043
2025-04-28,1.0898
2025-04-25,1.0932
2025-04-24,1.0817
2025-04-23,1.1055
2025-04-22,1.0791
2025-04-21,1.1023
2025-04-18,1.0832
2025-04-17,1.093
2025-04-16,1.0961
2025-04-15,1.1427
2025-04-14,1.157
2025-04-11,1.1347
2025-04-10,1.1267
2025-04-09,1.0928
2025-04-08,1.0781
2025-04-07,1.0915
2025-04-03,1.239
2025-04-02,1.2703
2025-04-01,1.2551
2025-03-31,1.2629
2025-03-28,1.2428
2025-03-27,1.2589
2025-03-26,1.2714
2025-03-25,1.264
2025-03-24,1.3323
2025-03-21,1.3238
