date,net_value
2025-10-13,1.8484
2025-10-10,1.8743
2025-10-09,1.9141
2025-09-30,1.8874
2025-09-29,1.8613
2025-09-26,1.8296
2025-09-25,1.8492
2025-09-24,1.8288
2025-09-23,1.7973
2025-09-22,1.8127
2025-09-19,1.8079
2025-09-18,1.827
2025-09-17,1.8556
2025-09-16,1.8306
2025-09-15,1.8163
2025-09-12,1.8352
2025-09-11,1.8231
2025-09-10,1.77
2025-09-09,1.7744
2025-09-08,1.7978
2025-09-05,1.7974
2025-09-04,1.7362
2025-09-03,1.775
2025-09-02,1.7863
2025-09-01,1.8197
2025-08-29,1.8193
2025-08-28,1.8237
2025-08-27,1.804
2025-08-26,1.8448
2025-08-25,1.8529
2025-08-22,1.8292
2025-08-21,1.7938
2025-08-20,1.7921
2025-08-19,1.7791
2025-08-18,1.7849
2025-08-15,1.7573
2025-08-14,1.7253
2025-08-13,1.7269
2025-08-12,1.6959
2025-08-11,1.6927
2025-08-08,1.6772
2025-08-07,1.6801
2025-08-06,1.6824
2025-08-05,1.6669
2025-08-04,1.6521
2025-08-01,1.6304
2025-07-31,1.6283
2025-07-30,1.6451
2025-07-29,1.657
2025-07-28,1.6414
2025-07-25,1.6512
2025-07-24,1.6437
2025-07-23,1.6259
2025-07-22,1.6341
2025-07-21,1.6225
2025-07-18,1.5979
2025-07-17,1.5914
2025-07-16,1.5748
2025-07-15,1.5644
2025-07-14,1.5595
2025-07-11,1.5632
2025-07-10,1.5499
2025-07-09,1.5453
2025-07-08,1.5563
2025-07-07,1.5366
2025-07-04,1.5447
2025-07-03,1.5528
2025-07-02,1.5441
2025-07-01,1.5576
2025-06-30,1.5507
2025-06-27,1.5389
2025-06-26,1.5287
2025-06-25,1.5286
2025-06-24,1.4984
2025-06-23,1.4788
2025-06-20,1.4711
2025-06-19,1.4838
2025-06-18,1.4971
2025-06-17,1.499
2025-06-16,1.5021
2025-06-13,1.4974
2025-06-12,1.5137
2025-06-11,1.5079
2025-06-10,1.5023
2025-06-09,1.5117
2025-06-06,1.5041
2025-06-05,1.5068
2025-06-04,1.4988
2025-06-03,1.4828
2025-05-30,1.4754
2025-05-29,1.4832
2025-05-28,1.4709
2025-05-27,1.4695
2025-05-26,1.485
2025-05-23,1.484
2025-05-22,1.492
2025-05-21,1.503
2025-05-20,1.504
2025-05-19,1.497
2025-05-16,1.495
2025-05-15,1.495
2025-05-14,1.509
2025-05-13,1.512
2025-05-12,1.511
2025-05-09,1.495
2025-05-08,1.51
2025-05-07,1.498
2025-05-06,1.5
2025-04-30,1.474
2025-04-29,1.465
2025-04-28,1.455
2025-04-25,1.466
2025-04-24,1.459
2025-04-23,1.477
2025-04-22,1.464
2025-04-21,1.467
2025-04-18,1.444
2025-04-17,1.447
2025-04-16,1.446
2025-04-15,1.457
2025-04-14,1.468
2025-04-11,1.459
2025-04-10,1.456
2025-04-09,1.429
2025-04-08,1.4
2025-04-07,1.395
2025-04-03,1.495
2025-04-02,1.508
2025-04-01,1.506
2025-03-31,1.506
2025-03-28,1.52
2025-03-27,1.525
2025-03-26,1.53
2025-03-25,1.522
2025-03-24,1.525
2025-03-21,1.529
2025-03-20,1.56
2025-03-19,1.565
2025-03-18,1.572
2025-03-17,1.568
2025-03-14,1.572
2025-03-13,1.546
2025-03-12,1.569
2025-03-11,1.564
2025-03-10,1.576
