date,net_value
2025-10-16,1.878
2025-10-15,1.8826
2025-10-14,1.8422
2025-10-13,1.9019
2025-10-10,1.9113
2025-10-09,1.9715
2025-09-30,1.9587
2025-09-29,1.9531
2025-09-26,1.9182
2025-09-25,1.9644
2025-09-24,1.9668
2025-09-23,1.9331
2025-09-22,1.9432
2025-09-19,1.8973
2025-09-18,1.9131
2025-09-17,1.8948
2025-09-16,1.8595
2025-09-15,1.8137
2025-09-12,1.8075
2025-09-11,1.7964
2025-09-10,1.7156
2025-09-09,1.6996
2025-09-08,1.7192
2025-09-05,1.7049
2025-09-04,1.6473
2025-09-03,1.717
2025-09-02,1.7276
2025-09-01,1.7853
2025-08-29,1.7529
2025-08-28,1.7568
2025-08-27,1.6829
2025-08-26,1.6923
2025-08-25,1.7056
2025-08-22,1.6683
2025-08-21,1.5977
2025-08-20,1.6159
2025-08-19,1.5969
2025-08-18,1.5824
2025-08-15,1.5423
2025-08-14,1.5084
2025-08-13,1.5293
2025-08-12,1.4964
2025-08-11,1.4817
2025-08-08,1.4718
2025-08-07,1.4858
2025-08-06,1.4848
2025-08-05,1.4742
2025-08-04,1.4732
2025-08-01,1.4573
2025-07-31,1.4657
2025-07-30,1.4656
2025-07-29,1.4847
2025-07-28,1.4571
2025-07-25,1.444
2025-07-24,1.4431
2025-07-23,1.4356
2025-07-22,1.4363
2025-07-21,1.4318
2025-07-18,1.4305
2025-07-17,1.4374
2025-07-16,1.4108
2025-07-15,1.4117
2025-07-14,1.396
2025-07-11,1.3866
2025-07-10,1.3817
2025-07-09,1.3877
2025-07-08,1.3962
2025-07-07,1.3575
2025-07-04,1.3635
2025-07-03,1.3588
2025-07-02,1.3568
2025-07-01,1.3762
2025-06-30,1.3795
2025-06-27,1.3556
2025-06-26,1.3534
2025-06-25,1.3412
2025-06-24,1.3197
2025-06-23,1.3058
2025-06-20,1.2956
2025-06-19,1.3128
2025-06-18,1.3169
2025-06-17,1.2992
2025-06-16,1.3121
2025-06-13,1.2915
2025-06-12,1.3008
2025-06-11,1.2886
2025-06-10,1.2885
2025-06-09,1.3001
2025-06-06,1.2879
2025-06-05,1.288
2025-06-04,1.2631
2025-06-03,1.2536
2025-05-30,1.239
2025-05-29,1.2599
2025-05-28,1.2365
2025-05-27,1.2389
2025-05-26,1.2493
2025-05-23,1.2426
2025-05-22,1.2526
2025-05-21,1.2639
2025-05-20,1.27
2025-05-19,1.269
2025-05-16,1.2709
2025-05-15,1.2698
2025-05-14,1.2906
2025-05-13,1.2858
2025-05-12,1.2917
2025-05-09,1.2693
2025-05-08,1.2937
2025-05-07,1.2842
2025-05-06,1.2793
2025-04-30,1.2417
2025-04-29,1.2298
2025-04-28,1.2231
2025-04-25,1.2344
2025-04-24,1.2241
2025-04-23,1.2373
2025-04-22,1.2256
2025-04-21,1.2345
2025-04-18,1.2214
2025-04-17,1.228
2025-04-16,1.2287
2025-04-15,1.2421
2025-04-14,1.2462
2025-04-11,1.2349
2025-04-10,1.2197
2025-04-09,1.198
2025-04-08,1.1808
2025-04-07,1.1954
2025-04-03,1.2924
2025-04-02,1.3228
2025-04-01,1.3121
2025-03-31,1.3082
2025-03-28,1.3146
2025-03-27,1.3157
2025-03-26,1.3127
2025-03-25,1.309
2025-03-24,1.3306
2025-03-21,1.3268
2025-03-20,1.3534
2025-03-19,1.3588
2025-03-18,1.3826
2025-03-17,1.3668
2025-03-14,1.363
2025-03-13,1.3322
2025-03-12,1.3598
2025-03-11,1.3522
2025-03-10,1.3556
2025-03-07,1.3508
2025-03-06,1.3518
2025-03-05,1.3294
2025-03-04,1.3255
2025-03-03,1.3117
2025-02-28,1.3072
2025-02-27,1.3687
2025-02-26,1.3901
2025-02-25,1.3754
2025-02-24,1.3886
2025-02-21,1.3909
2025-02-20,1.3521
2025-02-19,1.3408
2025-02-18,1.3101
2025-02-17,1.3245
2025-02-14,1.3025
2025-02-13,1.3013
2025-02-12,1.3319
2025-02-11,1.3115
2025-02-10,1.3223
2025-02-07,1.3197
2025-02-06,1.3013
2025-02-05,1.2505
2025-01-27,1.2431
2025-01-24,1.2748
2025-01-23,1.2366
2025-01-22,1.247
2025-01-21,1.251
2025-01-20,1.2254
2025-01-17,1.2143
2025-01-16,1.2078
2025-01-15,1.2062
2025-01-14,1.2155
2025-01-13,1.1749
2025-01-10,1.1776
2025-01-09,1.1895
2025-01-08,1.1789
2025-01-07,1.1803
2025-01-06,1.1598
2025-01-03,1.1575
2025-01-02,1.1813
2024-12-31,1.2088
2024-12-30,1.2326
2024-12-27,1.2388
2024-12-26,1.2441
2024-12-25,1.2184
2024-12-24,1.2158
2024-12-23,1.2011
2024-12-20,1.2155
2024-12-19,1.2091
2024-12-18,1.1998
2024-12-17,1.1913
2024-12-16,1.2038
2024-12-13,1.2145
2024-12-12,1.237
2024-12-11,1.224
2024-12-10,1.2237
2024-12-09,1.217
2024-12-06,1.2228
2024-12-05,1.2159
2024-12-04,1.2086
2024-12-03,1.2241
2024-12-02,1.2244
2024-11-29,1.2017
